Тип несоответствия,TXT индекс,SLI индекс,Элемент из txt,Элемент из sli
Несоответствие индексов,3179,2566,11.25000 | 10.25000 | 9.90000      10.75000 | 10.25000 | 9.90000      11.25000 | 9.75000 | 9.90000      10.75000 | 9.75000 | 9.90000,11.25000 | 10.25000 | 9.90000      10.75000 | 10.25000 | 9.90000      10.75000 | 9.75000 | 9.90000      11.25000 | 9.75000 | 9.90000
Несоответствие индексов,3391,2758,12.25000 | 6.25000 | 3.30000      11.75000 | 6.25000 | 3.30000      12.25000 | 5.75000 | 3.30000      11.75000 | 5.75000 | 3.30000,12.25000 | 6.25000 | 3.30000      11.75000 | 6.25000 | 3.30000      11.75000 | 5.75000 | 3.30000      12.25000 | 5.75000 | 3.30000
Несоответствие индексов,1327,1104,5.25000 | 3.25000 | 6.60000      4.75000 | 3.25000 | 6.60000      5.25000 | 2.75000 | 6.60000      4.75000 | 2.75000 | 6.60000,5.25000 | 3.25000 | 6.60000      4.75000 | 3.25000 | 6.60000      4.75000 | 2.75000 | 6.60000      5.25000 | 2.75000 | 6.60000
Несоответствие индексов,1811,1438,6.32500 | 3.75000 | 0.00000      5.75000 | 3.75000 | 0.00000      6.32500 | 3.25000 | 0.00000      5.75000 | 3.25000 | 0.00000,6.32500 | 3.75000 | 0.00000      5.75000 | 3.75000 | 0.00000      5.75000 | 3.25000 | 0.00000      6.32500 | 3.25000 | 0.00000
Несоответствие индексов,2550,2105,9.60000 | 2.67857 | 1.88571      8.92500 | 2.67857 | 1.88571      9.60000 | 2.25000 | 1.65000      8.92500 | 2.25000 | 1.65000,9.60000 | 2.67857 | 1.88571      8.92500 | 2.67857 | 1.88571      8.92500 | 2.25000 | 1.65000      9.60000 | 2.25000 | 1.65000
Несоответствие индексов,3324,2699,11.75000 | 12.75000 | 6.60000      11.25000 | 12.75000 | 6.60000      11.75000 | 12.25000 | 6.60000      11.25000 | 12.25000 | 6.60000,11.75000 | 12.75000 | 6.60000      11.25000 | 12.75000 | 6.60000      11.25000 | 12.25000 | 6.60000      11.75000 | 12.25000 | 6.60000
Несоответствие индексов,3577,2928,12.75000 | 12.75000 | 9.90000      12.25000 | 12.75000 | 9.90000      12.75000 | 12.25000 | 9.90000      12.25000 | 12.25000 | 9.90000,12.75000 | 12.75000 | 9.90000      12.25000 | 12.75000 | 9.90000      12.25000 | 12.25000 | 9.90000      12.75000 | 12.25000 | 9.90000
Несоответствие индексов,3638,2981,13.25000 | 5.75000 | 0.00000      12.75000 | 5.75000 | 0.00000      13.25000 | 5.25000 | 0.00000      12.75000 | 5.25000 | 0.00000,13.25000 | 5.75000 | 0.00000      12.75000 | 5.75000 | 0.00000      12.75000 | 5.25000 | 0.00000      13.25000 | 5.25000 | 0.00000
Несоответствие индексов,2712,2246,10.25000 | 0.75000 | -1.65000      10.25000 | 0.75000 | -2.20000      9.60000 | 0.75000 | -1.65000      9.75000 | 0.75000 | -2.20000,10.25000 | 0.75000 | -1.65000      10.25000 | 0.75000 | -2.20000      9.75000 | 0.75000 | -2.20000      9.60000 | 0.75000 | -1.65000
Несоответствие индексов,4041,3344,14.75000 | 7.75000 | 9.90000      14.25000 | 7.75000 | 9.90000      14.75000 | 7.25000 | 9.90000      14.25000 | 7.25000 | 9.90000,14.75000 | 7.75000 | 9.90000      14.25000 | 7.75000 | 9.90000      14.25000 | 7.25000 | 9.90000      14.75000 | 7.25000 | 9.90000
Несоответствие индексов,4451,4565,15.75000 | 4.75000 | 0.00000      15.75000 | 5.25000 | 0.00000,15.75000 | 4.75000 | 0.00000      15.75000 | 5.25000 | 0.00000
Несоответствие индексов,1491,1252,5.75000 | 7.75000 | 9.90000      5.25000 | 7.75000 | 9.90000      5.75000 | 7.25000 | 9.90000      5.25000 | 7.25000 | 9.90000,5.75000 | 7.75000 | 9.90000      5.25000 | 7.75000 | 9.90000      5.25000 | 7.25000 | 9.90000      5.75000 | 7.25000 | 9.90000
Несоответствие индексов,1808,1435,6.32500 | 3.25000 | 0.00000      5.75000 | 3.25000 | 0.00000      6.32500 | 2.75000 | 0.00000      5.75000 | 2.75000 | 0.00000,6.32500 | 3.25000 | 0.00000      5.75000 | 3.25000 | 0.00000      5.75000 | 2.75000 | 0.00000      6.32500 | 2.75000 | 0.00000
Несоответствие индексов,4141,3436,15.25000 | 5.25000 | 9.90000      14.75000 | 5.25000 | 9.90000      15.25000 | 4.75000 | 9.90000      14.75000 | 4.75000 | 9.90000,15.25000 | 5.25000 | 9.90000      14.75000 | 5.25000 | 9.90000      14.75000 | 4.75000 | 9.90000      15.25000 | 4.75000 | 9.90000
Несоответствие индексов,2697,2231,10.17500 | 4.25000 | 0.00000      9.60000 | 4.25000 | 0.00000      10.17500 | 3.75000 | 0.00000      9.60000 | 3.75000 | 0.00000,10.17500 | 4.25000 | 0.00000      9.60000 | 4.25000 | 0.00000      9.60000 | 3.75000 | 0.00000      10.17500 | 3.75000 | 0.00000
Несоответствие индексов,3174,2561,11.25000 | 9.75000 | 6.60000      10.75000 | 9.75000 | 6.60000      11.25000 | 9.25000 | 6.60000      10.75000 | 9.25000 | 6.60000,11.25000 | 9.75000 | 6.60000      10.75000 | 9.75000 | 6.60000      10.75000 | 9.25000 | 6.60000      11.25000 | 9.25000 | 6.60000
Несоответствие индексов,4425,4553,15.75000 | 3.25000 | 0.00000      15.75000 | 3.75000 | 0.00000,15.75000 | 3.25000 | 0.00000      15.75000 | 3.75000 | 0.00000
Несоответствие индексов,2993,4331,10.75000 | 5.25000 | 0.00000      10.75000 | 5.75000 | 0.00000,10.75000 | 5.25000 | 0.00000      10.75000 | 5.75000 | 0.00000
Несоответствие индексов,1513,1274,5.75000 | 10.75000 | 3.30000      5.25000 | 10.75000 | 3.30000      5.75000 | 10.25000 | 3.30000      5.25000 | 10.25000 | 3.30000,5.75000 | 10.75000 | 3.30000      5.25000 | 10.75000 | 3.30000      5.25000 | 10.25000 | 3.30000      5.75000 | 10.25000 | 3.30000
Несоответствие индексов,236,3901,0.75000 | 11.25000 | 0.00000      0.75000 | 11.75000 | 0.00000,0.75000 | 11.25000 | 0.00000      0.75000 | 11.75000 | 0.00000
Несоответствие индексов,2921,2438,10.75000 | 12.75000 | -0.55000      10.75000 | 12.75000 | -1.10000      10.25000 | 12.75000 | -0.55000      10.25000 | 12.75000 | -1.10000,10.75000 | 12.75000 | -0.55000      10.75000 | 12.75000 | -1.10000      10.25000 | 12.75000 | -1.10000      10.25000 | 12.75000 | -0.55000
Несоответствие индексов,2025,1635,7.25000 | 12.75000 | 9.90000      6.75000 | 12.75000 | 9.90000      7.25000 | 12.25000 | 9.90000      6.75000 | 12.25000 | 9.90000,7.25000 | 12.75000 | 9.90000      6.75000 | 12.75000 | 9.90000      6.75000 | 12.25000 | 9.90000      7.25000 | 12.25000 | 9.90000
Несоответствие индексов,3793,3120,13.75000 | 8.25000 | 9.90000      13.25000 | 8.25000 | 9.90000      13.75000 | 7.75000 | 9.90000      13.25000 | 7.75000 | 9.90000,13.75000 | 8.25000 | 9.90000      13.25000 | 8.25000 | 9.90000      13.25000 | 7.75000 | 9.90000      13.75000 | 7.75000 | 9.90000
Несоответствие индексов,4304,3583,15.75000 | 9.25000 | 6.60000      15.25000 | 9.25000 | 6.60000      15.75000 | 8.75000 | 6.60000      15.25000 | 8.75000 | 6.60000,15.75000 | 9.25000 | 6.60000      15.25000 | 9.25000 | 6.60000      15.25000 | 8.75000 | 6.60000      15.75000 | 8.75000 | 6.60000
Несоответствие индексов,706,543,2.75000 | 4.25000 | 9.90000      2.25000 | 4.25000 | 9.90000      2.75000 | 3.75000 | 9.90000      2.25000 | 3.75000 | 9.90000,2.75000 | 4.25000 | 9.90000      2.25000 | 4.25000 | 9.90000      2.25000 | 3.75000 | 9.90000      2.75000 | 3.75000 | 9.90000
Несоответствие индексов,3795,3122,13.75000 | 8.75000 | 3.30000      13.25000 | 8.75000 | 3.30000      13.75000 | 8.25000 | 3.30000      13.25000 | 8.25000 | 3.30000,13.75000 | 8.75000 | 3.30000      13.25000 | 8.75000 | 3.30000      13.25000 | 8.25000 | 3.30000      13.75000 | 8.25000 | 3.30000
Несоответствие индексов,3508,2863,12.75000 | 5.25000 | 0.00000      12.25000 | 5.25000 | 0.00000      12.75000 | 4.75000 | 0.00000      12.25000 | 4.75000 | 0.00000,12.75000 | 5.25000 | 0.00000      12.25000 | 5.25000 | 0.00000      12.25000 | 4.75000 | 0.00000      12.75000 | 4.75000 | 0.00000
Несоответствие индексов,3702,3041,13.25000 | 12.75000 | 6.60000      12.75000 | 12.75000 | 6.60000      13.25000 | 12.25000 | 6.60000      12.75000 | 12.25000 | 6.60000,13.25000 | 12.75000 | 6.60000      12.75000 | 12.75000 | 6.60000      12.75000 | 12.25000 | 6.60000      13.25000 | 12.25000 | 6.60000
Несоответствие индексов,3320,2695,11.75000 | 12.25000 | 6.60000      11.25000 | 12.25000 | 6.60000      11.75000 | 11.75000 | 6.60000      11.25000 | 11.75000 | 6.60000,11.75000 | 12.25000 | 6.60000      11.25000 | 12.25000 | 6.60000      11.25000 | 11.75000 | 6.60000      11.75000 | 11.75000 | 6.60000
Несоответствие индексов,1092,893,4.25000 | 5.25000 | 9.90000      3.75000 | 5.25000 | 9.90000      4.25000 | 4.75000 | 9.90000      3.75000 | 4.75000 | 9.90000,4.25000 | 5.25000 | 9.90000      3.75000 | 5.25000 | 9.90000      3.75000 | 4.75000 | 9.90000      4.25000 | 4.75000 | 9.90000
Несоответствие индексов,123,74,0.75000 | 6.25000 | -2.75000      0.75000 | 5.75000 | -2.75000      0.75000 | 6.25000 | -3.30000      0.75000 | 5.75000 | -3.30000,0.75000 | 6.25000 | -2.75000      0.75000 | 5.75000 | -2.75000      0.75000 | 5.75000 | -3.30000      0.75000 | 6.25000 | -3.30000
Несоответствие индексов,2363,1934,8.75000 | 8.75000 | 9.90000      8.25000 | 8.75000 | 9.90000      8.75000 | 8.25000 | 9.90000      8.25000 | 8.25000 | 9.90000,8.75000 | 8.75000 | 9.90000      8.25000 | 8.75000 | 9.90000      8.25000 | 8.25000 | 9.90000      8.75000 | 8.25000 | 9.90000
Несоответствие индексов,281,158,1.12500 | 10.25000 | -3.30000      0.75000 | 10.25000 | -3.30000      1.12500 | 9.75000 | -3.30000      0.75000 | 9.75000 | -3.30000,1.12500 | 10.25000 | -3.30000      0.75000 | 10.25000 | -3.30000      0.75000 | 9.75000 | -3.30000      1.12500 | 9.75000 | -3.30000
Несоответствие индексов,56,39,0.75000 | 2.25000 | -2.20000      0.75000 | 1.75000 | -2.20000      0.75000 | 2.25000 | -2.75000      0.75000 | 1.75000 | -2.75000,0.75000 | 2.25000 | -2.20000      0.75000 | 1.75000 | -2.20000      0.75000 | 1.75000 | -2.75000      0.75000 | 2.25000 | -2.75000
Несоответствие индексов,2601,2152,9.75000 | 6.75000 | 3.30000      9.25000 | 6.75000 | 3.30000      9.75000 | 6.25000 | 3.30000      9.25000 | 6.25000 | 3.30000,9.75000 | 6.75000 | 3.30000      9.25000 | 6.75000 | 3.30000      9.25000 | 6.25000 | 3.30000      9.75000 | 6.25000 | 3.30000
Несоответствие индексов,365,234,1.25000 | 8.25000 | 6.60000      0.75000 | 8.25000 | 6.60000      1.25000 | 7.75000 | 6.60000      0.75000 | 7.75000 | 6.60000,1.25000 | 8.25000 | 6.60000      0.75000 | 8.25000 | 6.60000      0.75000 | 7.75000 | 6.60000      1.25000 | 7.75000 | 6.60000
Несоответствие индексов,1011,820,3.75000 | 10.25000 | 6.60000      3.25000 | 10.25000 | 6.60000      3.75000 | 9.75000 | 6.60000      3.25000 | 9.75000 | 6.60000,3.75000 | 10.25000 | 6.60000      3.25000 | 10.25000 | 6.60000      3.25000 | 9.75000 | 6.60000      3.75000 | 9.75000 | 6.60000
Несоответствие индексов,780,613,2.75000 | 12.75000 | 9.90000      2.25000 | 12.75000 | 9.90000      2.75000 | 12.25000 | 9.90000      2.25000 | 12.25000 | 9.90000,2.75000 | 12.75000 | 9.90000      2.25000 | 12.75000 | 9.90000      2.25000 | 12.25000 | 9.90000      2.75000 | 12.25000 | 9.90000
Несоответствие индексов,3895,3214,14.25000 | 6.25000 | 3.30000      13.75000 | 6.25000 | 3.30000      14.25000 | 5.75000 | 3.30000      13.75000 | 5.75000 | 3.30000,14.25000 | 6.25000 | 3.30000      13.75000 | 6.25000 | 3.30000      13.75000 | 5.75000 | 3.30000      14.25000 | 5.75000 | 3.30000
Несоответствие индексов,4611,4637,15.75000 | 12.25000 | 9.90000      15.75000 | 12.75000 | 9.90000,15.75000 | 12.25000 | 9.90000      15.75000 | 12.75000 | 9.90000
Несоответствие индексов,3833,3160,13.75000 | 12.75000 | -1.65000      13.75000 | 12.75000 | -2.20000      13.25000 | 12.75000 | -1.65000      13.25000 | 12.75000 | -2.20000,13.75000 | 12.75000 | -1.65000      13.75000 | 12.75000 | -2.20000      13.25000 | 12.75000 | -2.20000      13.25000 | 12.75000 | -1.65000
Несоответствие индексов,2475,2038,9.25000 | 6.75000 | -3.30000      8.75000 | 6.75000 | -3.30000      9.25000 | 6.37500 | -3.30000      8.75000 | 6.37500 | -3.30000,9.25000 | 6.75000 | -3.30000      8.75000 | 6.75000 | -3.30000      8.75000 | 6.37500 | -3.30000      9.25000 | 6.37500 | -3.30000
Несоответствие индексов,4268,3551,15.75000 | 5.75000 | 0.00000      15.25000 | 5.75000 | 0.00000      15.75000 | 5.25000 | 0.00000      15.25000 | 5.25000 | 0.00000,15.75000 | 5.75000 | 0.00000      15.25000 | 5.75000 | 0.00000      15.25000 | 5.25000 | 0.00000      15.75000 | 5.25000 | 0.00000
Несоответствие индексов,504,361,1.75000 | 9.75000 | 9.90000      1.25000 | 9.75000 | 9.90000      1.75000 | 9.25000 | 9.90000      1.25000 | 9.25000 | 9.90000,1.75000 | 9.75000 | 9.90000      1.25000 | 9.75000 | 9.90000      1.25000 | 9.25000 | 9.90000      1.75000 | 9.25000 | 9.90000
Несоответствие индексов,3407,2770,12.25000 | 7.25000 | 9.90000      11.75000 | 7.25000 | 9.90000      12.25000 | 6.75000 | 9.90000      11.75000 | 6.75000 | 9.90000,12.25000 | 7.25000 | 9.90000      11.75000 | 7.25000 | 9.90000      11.75000 | 6.75000 | 9.90000      12.25000 | 6.75000 | 9.90000
Несоответствие индексов,4641,3793,16.12500 | 10.75000 | -3.30000      15.75000 | 10.75000 | -3.30000      16.12500 | 10.25000 | -3.30000      15.75000 | 10.25000 | -3.30000,16.12500 | 10.75000 | -3.30000      15.75000 | 10.75000 | -3.30000      15.75000 | 10.25000 | -3.30000      16.12500 | 10.25000 | -3.30000
Несоответствие индексов,2444,2011,9.25000 | 0.75000 | -2.20000      9.25000 | 0.75000 | -2.75000      8.75000 | 0.75000 | -2.20000      8.75000 | 0.75000 | -2.75000,9.25000 | 0.75000 | -2.20000      9.25000 | 0.75000 | -2.75000      8.75000 | 0.75000 | -2.75000      8.75000 | 0.75000 | -2.20000
Несоответствие индексов,791,3969,2.25000 | 12.75000 | 9.90000      2.75000 | 12.75000 | 9.90000,2.25000 | 12.75000 | 9.90000      2.75000 | 12.75000 | 9.90000
Несоответствие индексов,230,3899,0.75000 | 10.75000 | 6.60000      0.75000 | 11.25000 | 6.60000,0.75000 | 10.75000 | 6.60000      0.75000 | 11.25000 | 6.60000
Несоответствие индексов,3220,4417,11.25000 | 0.75000 | 3.30000      11.75000 | 0.75000 | 3.30000,11.25000 | 0.75000 | 3.30000      11.75000 | 0.75000 | 3.30000
Несоответствие индексов,217,123,0.75000 | 10.75000 | -2.20000      0.75000 | 10.25000 | -2.20000      0.75000 | 10.75000 | -2.75000      0.75000 | 10.25000 | -2.75000,0.75000 | 10.75000 | -2.20000      0.75000 | 10.25000 | -2.20000      0.75000 | 10.25000 | -2.75000      0.75000 | 10.75000 | -2.75000
Несоответствие индексов,3248,2627,11.75000 | 4.25000 | 0.00000      11.25000 | 4.25000 | 0.00000      11.75000 | 3.75000 | 0.00000      11.25000 | 3.75000 | 0.00000,11.75000 | 4.25000 | 0.00000      11.25000 | 4.25000 | 0.00000      11.25000 | 3.75000 | 0.00000      11.75000 | 3.75000 | 0.00000
Несоответствие индексов,1949,1564,7.25000 | 0.75000 | -3.30000      6.75000 | 0.75000 | -3.30000      7.25000 | 0.37500 | -3.30000      6.75000 | 0.37500 | -3.30000,7.25000 | 0.75000 | -3.30000      6.75000 | 0.75000 | -3.30000      6.75000 | 0.37500 | -3.30000      7.25000 | 0.37500 | -3.30000
Несоответствие индексов,3586,4449,12.25000 | 12.75000 | 3.30000      12.75000 | 12.75000 | 3.30000,12.25000 | 12.75000 | 3.30000      12.75000 | 12.75000 | 3.30000
Несоответствие индексов,3650,2993,13.25000 | 6.75000 | -3.30000      12.75000 | 6.75000 | -3.30000      13.25000 | 6.37500 | -3.30000      12.75000 | 6.37500 | -3.30000,13.25000 | 6.75000 | -3.30000      12.75000 | 6.75000 | -3.30000      12.75000 | 6.37500 | -3.30000      13.25000 | 6.37500 | -3.30000
Несоответствие индексов,3691,3030,13.25000 | 11.25000 | 9.90000      12.75000 | 11.25000 | 9.90000      13.25000 | 10.75000 | 9.90000      12.75000 | 10.75000 | 9.90000,13.25000 | 11.25000 | 9.90000      12.75000 | 11.25000 | 9.90000      12.75000 | 10.75000 | 9.90000      13.25000 | 10.75000 | 9.90000
Несоответствие индексов,433,294,1.75000 | 1.75000 | 6.60000      1.25000 | 1.75000 | 6.60000      1.75000 | 1.25000 | 6.60000      1.25000 | 1.25000 | 6.60000,1.75000 | 1.75000 | 6.60000      1.25000 | 1.75000 | 6.60000      1.25000 | 1.25000 | 6.60000      1.75000 | 1.25000 | 6.60000
Несоответствие индексов,113,3842,0.75000 | 4.75000 | 6.60000      0.75000 | 5.25000 | 6.60000,0.75000 | 4.75000 | 6.60000      0.75000 | 5.25000 | 6.60000
Несоответствие индексов,1521,1282,5.75000 | 11.75000 | 3.30000      5.25000 | 11.75000 | 3.30000      5.75000 | 11.25000 | 3.30000      5.25000 | 11.25000 | 3.30000,5.75000 | 11.75000 | 3.30000      5.25000 | 11.75000 | 3.30000      5.25000 | 11.25000 | 3.30000      5.75000 | 11.25000 | 3.30000
Несоответствие индексов,2770,2299,10.25000 | 10.75000 | 0.00000      9.75000 | 10.75000 | 0.00000      10.25000 | 10.25000 | 0.00000      9.75000 | 10.25000 | 0.00000,10.25000 | 10.75000 | 0.00000      9.75000 | 10.75000 | 0.00000      9.75000 | 10.25000 | 0.00000      10.25000 | 10.25000 | 0.00000
Несоответствие индексов,1840,1466,6.75000 | 6.25000 | 6.60000      6.25000 | 6.25000 | 6.60000      6.75000 | 5.75000 | 6.60000      6.25000 | 5.75000 | 6.60000,6.75000 | 6.25000 | 6.60000      6.25000 | 6.25000 | 6.60000      6.25000 | 5.75000 | 6.60000      6.75000 | 5.75000 | 6.60000
Несоответствие индексов,3347,4430,11.75000 | 0.75000 | 6.60000      12.25000 | 0.75000 | 6.60000,11.75000 | 0.75000 | 6.60000      12.25000 | 0.75000 | 6.60000
Несоответствие индексов,1881,1503,6.75000 | 10.75000 | 3.30000      6.25000 | 10.75000 | 3.30000      6.75000 | 10.25000 | 3.30000      6.25000 | 10.25000 | 3.30000,6.75000 | 10.75000 | 3.30000      6.25000 | 10.75000 | 3.30000      6.25000 | 10.25000 | 3.30000      6.75000 | 10.25000 | 3.30000
Несоответствие индексов,82,53,0.75000 | 3.75000 | -1.10000      0.75000 | 3.25000 | -1.10000      0.75000 | 3.75000 | -1.65000      0.75000 | 3.25000 | -1.65000,0.75000 | 3.75000 | -1.10000      0.75000 | 3.25000 | -1.10000      0.75000 | 3.25000 | -1.65000      0.75000 | 3.75000 | -1.65000
