Целевая площадь;Основной шаг;Доп. шаг;Основная арматура;Доп. арматура;Общая площадь;Отклонение (%)
;;;Ø3 мм;Ø8 мм;2.870;-4.33
;;;Ø8 мм;Ø3 мм;2.870;-4.33
;;;Ø4 мм;Ø8 мм;3.145;4.83
;;;Ø8 мм;Ø4 мм;3.145;4.83
;;;Ø6 мм;Ø8 мм;3.930;31.00
;;;Ø8 мм;Ø6 мм;3.930;31.00
;;;Ø3 мм;Ø10 мм;4.280;42.67
;;;Ø10 мм;Ø3 мм;4.280;42.67
;;;Ø4 мм;Ø10 мм;4.555;51.83
;;;Ø10 мм;Ø4 мм;4.555;51.83
;;;Ø8 мм;Ø8 мм;5.030;67.67

3.2;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-77.81
;;;Ø3 мм;Ø4 мм;0.985;-69.22
;;;Ø4 мм;Ø3 мм;0.985;-69.22
;;;Ø4 мм;Ø4 мм;1.260;-60.63
;;;Ø3 мм;Ø6 мм;1.770;-44.69
;;;Ø6 мм;Ø3 мм;1.770;-44.69
;;;Ø4 мм;Ø6 мм;2.045;-36.09
;;;Ø6 мм;Ø4 мм;2.045;-36.09
;;;Ø6 мм;Ø6 мм;2.830;-11.56
;;;Ø3 мм;Ø8 мм;2.870;-10.31
;;;Ø8 мм;Ø3 мм;2.870;-10.31
;;;Ø4 мм;Ø8 мм;3.145;-1.72
;;;Ø8 мм;Ø4 мм;3.145;-1.72
;;;Ø6 мм;Ø8 мм;3.930;22.81
;;;Ø8 мм;Ø6 мм;3.930;22.81
;;;Ø3 мм;Ø10 мм;4.280;33.75
;;;Ø10 мм;Ø3 мм;4.280;33.75
;;;Ø4 мм;Ø10 мм;4.555;42.34
;;;Ø10 мм;Ø4 мм;4.555;42.34
;;;Ø8 мм;Ø8 мм;5.030;57.19

3.4;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-79.12
;;;Ø3 мм;Ø4 мм;0.985;-71.03
;;;Ø4 мм;Ø3 мм;0.985;-71.03
;;;Ø4 мм;Ø4 мм;1.260;-62.94
;;;Ø3 мм;Ø6 мм;1.770;-47.94
;;;Ø6 мм;Ø3 мм;1.770;-47.94
;;;Ø4 мм;Ø6 мм;2.045;-39.85
;;;Ø6 мм;Ø4 мм;2.045;-39.85
;;;Ø6 мм;Ø6 мм;2.830;-16.76
;;;Ø3 мм;Ø8 мм;2.870;-15.59
;;;Ø8 мм;Ø3 мм;2.870;-15.59
;;;Ø4 мм;Ø8 мм;3.145;-7.50
;;;Ø8 мм;Ø4 мм;3.145;-7.50
;;;Ø6 мм;Ø8 мм;3.930;15.59
;;;Ø8 мм;Ø6 мм;3.930;15.59
;;;Ø3 мм;Ø10 мм;4.280;25.88
;;;Ø10 мм;Ø3 мм;4.280;25.88
;;;Ø4 мм;Ø10 мм;4.555;33.97
;;;Ø10 мм;Ø4 мм;4.555;33.97
;;;Ø8 мм;Ø8 мм;5.030;47.94

3.6;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-80.28
;;;Ø3 мм;Ø4 мм;0.985;-72.64
;;;Ø4 мм;Ø3 мм;0.985;-72.64
;;;Ø4 мм;Ø4 мм;1.260;-65.00
;;;Ø3 мм;Ø6 мм;1.770;-50.83
;;;Ø6 мм;Ø3 мм;1.770;-50.83
;;;Ø4 мм;Ø6 мм;2.045;-43.19
;;;Ø6 мм;Ø4 мм;2.045;-43.19
;;;Ø6 мм;Ø6 мм;2.830;-21.39
;;;Ø3 мм;Ø8 мм;2.870;-20.28
;;;Ø8 мм;Ø3 мм;2.870;-20.28
;;;Ø4 мм;Ø8 мм;3.145;-12.64
;;;Ø8 мм;Ø4 мм;3.145;-12.64
;;;Ø6 мм;Ø8 мм;3.930;9.17
;;;Ø8 мм;Ø6 мм;3.930;9.17
;;;Ø3 мм;Ø10 мм;4.280;18.89
;;;Ø10 мм;Ø3 мм;4.280;18.89
;;;Ø4 мм;Ø10 мм;4.555;26.53
;;;Ø10 мм;Ø4 мм;4.555;26.53
;;;Ø8 мм;Ø8 мм;5.030;39.72

3.8;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-81.32
;;;Ø3 мм;Ø4 мм;0.985;-74.08
;;;Ø4 мм;Ø3 мм;0.985;-74.08
;;;Ø4 мм;Ø4 мм;1.260;-66.84
;;;Ø3 мм;Ø6 мм;1.770;-53.42
;;;Ø6 мм;Ø3 мм;1.770;-53.42
;;;Ø4 мм;Ø6 мм;2.045;-46.18
;;;Ø6 мм;Ø4 мм;2.045;-46.18
;;;Ø6 мм;Ø6 мм;2.830;-25.53
;;;Ø3 мм;Ø8 мм;2.870;-24.47
;;;Ø8 мм;Ø3 мм;2.870;-24.47
;;;Ø4 мм;Ø8 мм;3.145;-17.24
;;;Ø8 мм;Ø4 мм;3.145;-17.24
;;;Ø6 мм;Ø8 мм;3.930;3.42
;;;Ø8 мм;Ø6 мм;3.930;3.42
;;;Ø3 мм;Ø10 мм;4.280;12.63
;;;Ø10 мм;Ø3 мм;4.280;12.63
;;;Ø4 мм;Ø10 мм;4.555;19.87
;;;Ø10 мм;Ø4 мм;4.555;19.87
;;;Ø8 мм;Ø8 мм;5.030;32.37

4;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-82.25
;;;Ø3 мм;Ø4 мм;0.985;-75.38
;;;Ø4 мм;Ø3 мм;0.985;-75.38
;;;Ø4 мм;Ø4 мм;1.260;-68.50
;;;Ø3 мм;Ø6 мм;1.770;-55.75
;;;Ø6 мм;Ø3 мм;1.770;-55.75
;;;Ø4 мм;Ø6 мм;2.045;-48.88
;;;Ø6 мм;Ø4 мм;2.045;-48.88
;;;Ø6 мм;Ø6 мм;2.830;-29.25
;;;Ø3 мм;Ø8 мм;2.870;-28.25
;;;Ø8 мм;Ø3 мм;2.870;-28.25
;;;Ø4 мм;Ø8 мм;3.145;-21.38
;;;Ø8 мм;Ø4 мм;3.145;-21.38
;;;Ø6 мм;Ø8 мм;3.930;-1.75
;;;Ø8 мм;Ø6 мм;3.930;-1.75
;;;Ø3 мм;Ø10 мм;4.280;7.00
;;;Ø10 мм;Ø3 мм;4.280;7.00
;;;Ø4 мм;Ø10 мм;4.555;13.88
;;;Ø10 мм;Ø4 мм;4.555;13.88
;;;Ø8 мм;Ø8 мм;5.030;25.75

4.2;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-83.10
;;;Ø3 мм;Ø4 мм;0.985;-76.55
;;;Ø4 мм;Ø3 мм;0.985;-76.55
;;;Ø4 мм;Ø4 мм;1.260;-70.00
;;;Ø3 мм;Ø6 мм;1.770;-57.86
;;;Ø6 мм;Ø3 мм;1.770;-57.86
;;;Ø4 мм;Ø6 мм;2.045;-51.31
;;;Ø6 мм;Ø4 мм;2.045;-51.31
;;;Ø6 мм;Ø6 мм;2.830;-32.62
;;;Ø3 мм;Ø8 мм;2.870;-31.67
;;;Ø8 мм;Ø3 мм;2.870;-31.67
;;;Ø4 мм;Ø8 мм;3.145;-25.12
;;;Ø8 мм;Ø4 мм;3.145;-25.12
;;;Ø6 мм;Ø8 мм;3.930;-6.43
;;;Ø8 мм;Ø6 мм;3.930;-6.43
;;;Ø3 мм;Ø10 мм;4.280;1.90
;;;Ø10 мм;Ø3 мм;4.280;1.90
;;;Ø4 мм;Ø10 мм;4.555;8.45
;;;Ø10 мм;Ø4 мм;4.555;8.45
;;;Ø8 мм;Ø8 мм;5.030;19.76

4.4;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-83.86
;;;Ø3 мм;Ø4 мм;0.985;-77.61
;;;Ø4 мм;Ø3 мм;0.985;-77.61
;;;Ø4 мм;Ø4 мм;1.260;-71.36
;;;Ø3 мм;Ø6 мм;1.770;-59.77
;;;Ø6 мм;Ø3 мм;1.770;-59.77
;;;Ø4 мм;Ø6 мм;2.045;-53.52
;;;Ø6 мм;Ø4 мм;2.045;-53.52
;;;Ø6 мм;Ø6 мм;2.830;-35.68
;;;Ø3 мм;Ø8 мм;2.870;-34.77
;;;Ø8 мм;Ø3 мм;2.870;-34.77
;;;Ø4 мм;Ø8 мм;3.145;-28.52
;;;Ø8 мм;Ø4 мм;3.145;-28.52
;;;Ø6 мм;Ø8 мм;3.930;-10.68
;;;Ø8 мм;Ø6 мм;3.930;-10.68
;;;Ø3 мм;Ø10 мм;4.280;-2.73
;;;Ø10 мм;Ø3 мм;4.280;-2.73
;;;Ø4 мм;Ø10 мм;4.555;3.52
;;;Ø10 мм;Ø4 мм;4.555;3.52
;;;Ø8 мм;Ø8 мм;5.030;14.32

4.6;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-84.57
;;;Ø3 мм;Ø4 мм;0.985;-78.59
;;;Ø4 мм;Ø3 мм;0.985;-78.59
;;;Ø4 мм;Ø4 мм;1.260;-72.61
;;;Ø3 мм;Ø6 мм;1.770;-61.52
;;;Ø6 мм;Ø3 мм;1.770;-61.52
;;;Ø4 мм;Ø6 мм;2.045;-55.54
;;;Ø6 мм;Ø4 мм;2.045;-55.54
;;;Ø6 мм;Ø6 мм;2.830;-38.48
;;;Ø3 мм;Ø8 мм;2.870;-37.61
;;;Ø8 мм;Ø3 мм;2.870;-37.61
;;;Ø4 мм;Ø8 мм;3.145;-31.63
;;;Ø8 мм;Ø4 мм;3.145;-31.63
;;;Ø6 мм;Ø8 мм;3.930;-14.57
;;;Ø8 мм;Ø6 мм;3.930;-14.57
;;;Ø3 мм;Ø10 мм;4.280;-6.96
;;;Ø10 мм;Ø3 мм;4.280;-6.96
;;;Ø4 мм;Ø10 мм;4.555;-0.98
;;;Ø10 мм;Ø4 мм;4.555;-0.98
;;;Ø8 мм;Ø8 мм;5.030;9.35

4.8;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-85.21
;;;Ø3 мм;Ø4 мм;0.985;-79.48
;;;Ø4 мм;Ø3 мм;0.985;-79.48
;;;Ø4 мм;Ø4 мм;1.260;-73.75
;;;Ø3 мм;Ø6 мм;1.770;-63.13
;;;Ø6 мм;Ø3 мм;1.770;-63.13
;;;Ø4 мм;Ø6 мм;2.045;-57.40
;;;Ø6 мм;Ø4 мм;2.045;-57.40
;;;Ø6 мм;Ø6 мм;2.830;-41.04
;;;Ø3 мм;Ø8 мм;2.870;-40.21
;;;Ø8 мм;Ø3 мм;2.870;-40.21
;;;Ø4 мм;Ø8 мм;3.145;-34.48
;;;Ø8 мм;Ø4 мм;3.145;-34.48
;;;Ø6 мм;Ø8 мм;3.930;-18.13
;;;Ø8 мм;Ø6 мм;3.930;-18.13
;;;Ø3 мм;Ø10 мм;4.280;-10.83
;;;Ø10 мм;Ø3 мм;4.280;-10.83
;;;Ø4 мм;Ø10 мм;4.555;-5.10
;;;Ø10 мм;Ø4 мм;4.555;-5.10
;;;Ø8 мм;Ø8 мм;5.030;4.79

5;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-85.80
;;;Ø3 мм;Ø4 мм;0.985;-80.30
;;;Ø4 мм;Ø3 мм;0.985;-80.30
;;;Ø4 мм;Ø4 мм;1.260;-74.80
;;;Ø3 мм;Ø6 мм;1.770;-64.60
;;;Ø6 мм;Ø3 мм;1.770;-64.60
;;;Ø4 мм;Ø6 мм;2.045;-59.10
;;;Ø6 мм;Ø4 мм;2.045;-59.10
;;;Ø6 мм;Ø6 мм;2.830;-43.40
;;;Ø3 мм;Ø8 мм;2.870;-42.60
;;;Ø8 мм;Ø3 мм;2.870;-42.60
;;;Ø4 мм;Ø8 мм;3.145;-37.10
;;;Ø8 мм;Ø4 мм;3.145;-37.10
;;;Ø6 мм;Ø8 мм;3.930;-21.40
;;;Ø8 мм;Ø6 мм;3.930;-21.40
;;;Ø3 мм;Ø10 мм;4.280;-14.40
;;;Ø10 мм;Ø3 мм;4.280;-14.40
;;;Ø4 мм;Ø10 мм;4.555;-8.90
;;;Ø10 мм;Ø4 мм;4.555;-8.90
;;;Ø8 мм;Ø8 мм;5.030;0.60

5.2;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-86.35
;;;Ø3 мм;Ø4 мм;0.985;-81.06
;;;Ø4 мм;Ø3 мм;0.985;-81.06
;;;Ø4 мм;Ø4 мм;1.260;-75.77
;;;Ø3 мм;Ø6 мм;1.770;-65.96
;;;Ø6 мм;Ø3 мм;1.770;-65.96
;;;Ø4 мм;Ø6 мм;2.045;-60.67
;;;Ø6 мм;Ø4 мм;2.045;-60.67
;;;Ø6 мм;Ø6 мм;2.830;-45.58
;;;Ø3 мм;Ø8 мм;2.870;-44.81
;;;Ø8 мм;Ø3 мм;2.870;-44.81
;;;Ø4 мм;Ø8 мм;3.145;-39.52
;;;Ø8 мм;Ø4 мм;3.145;-39.52
;;;Ø6 мм;Ø8 мм;3.930;-24.42
;;;Ø8 мм;Ø6 мм;3.930;-24.42
;;;Ø3 мм;Ø10 мм;4.280;-17.69
;;;Ø10 мм;Ø3 мм;4.280;-17.69
;;;Ø4 мм;Ø10 мм;4.555;-12.40
;;;Ø10 мм;Ø4 мм;4.555;-12.40
;;;Ø8 мм;Ø8 мм;5.030;-3.27

5.4;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-86.85
;;;Ø3 мм;Ø4 мм;0.985;-81.76
;;;Ø4 мм;Ø3 мм;0.985;-81.76
;;;Ø4 мм;Ø4 мм;1.260;-76.67
;;;Ø3 мм;Ø6 мм;1.770;-67.22
;;;Ø6 мм;Ø3 мм;1.770;-67.22
;;;Ø4 мм;Ø6 мм;2.045;-62.13
;;;Ø6 мм;Ø4 мм;2.045;-62.13
;;;Ø6 мм;Ø6 мм;2.830;-47.59
;;;Ø3 мм;Ø8 мм;2.870;-46.85
;;;Ø8 мм;Ø3 мм;2.870;-46.85
;;;Ø4 мм;Ø8 мм;3.145;-41.76
;;;Ø8 мм;Ø4 мм;3.145;-41.76
;;;Ø6 мм;Ø8 мм;3.930;-27.22
;;;Ø8 мм;Ø6 мм;3.930;-27.22
;;;Ø3 мм;Ø10 мм;4.280;-20.74
;;;Ø10 мм;Ø3 мм;4.280;-20.74
;;;Ø4 мм;Ø10 мм;4.555;-15.65
;;;Ø10 мм;Ø4 мм;4.555;-15.65
;;;Ø8 мм;Ø8 мм;5.030;-6.85

5.6;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-87.32
;;;Ø3 мм;Ø4 мм;0.985;-82.41
;;;Ø4 мм;Ø3 мм;0.985;-82.41
;;;Ø4 мм;Ø4 мм;1.260;-77.50
;;;Ø3 мм;Ø6 мм;1.770;-68.39
;;;Ø6 мм;Ø3 мм;1.770;-68.39
;;;Ø4 мм;Ø6 мм;2.045;-63.48
;;;Ø6 мм;Ø4 мм;2.045;-63.48
;;;Ø6 мм;Ø6 мм;2.830;-49.46
;;;Ø3 мм;Ø8 мм;2.870;-48.75
;;;Ø8 мм;Ø3 мм;2.870;-48.75
;;;Ø4 мм;Ø8 мм;3.145;-43.84
;;;Ø8 мм;Ø4 мм;3.145;-43.84
;;;Ø6 мм;Ø8 мм;3.930;-29.82
;;;Ø8 мм;Ø6 мм;3.930;-29.82
;;;Ø3 мм;Ø10 мм;4.280;-23.57
;;;Ø10 мм;Ø3 мм;4.280;-23.57
;;;Ø4 мм;Ø10 мм;4.555;-18.66
;;;Ø10 мм;Ø4 мм;4.555;-18.66
;;;Ø8 мм;Ø8 мм;5.030;-10.18

5.8;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-87.76
;;;Ø3 мм;Ø4 мм;0.985;-83.02
;;;Ø4 мм;Ø3 мм;0.985;-83.02
;;;Ø4 мм;Ø4 мм;1.260;-78.28
;;;Ø3 мм;Ø6 мм;1.770;-69.48
;;;Ø6 мм;Ø3 мм;1.770;-69.48
;;;Ø4 мм;Ø6 мм;2.045;-64.74
;;;Ø6 мм;Ø4 мм;2.045;-64.74
;;;Ø6 мм;Ø6 мм;2.830;-51.21
;;;Ø3 мм;Ø8 мм;2.870;-50.52
;;;Ø8 мм;Ø3 мм;2.870;-50.52
;;;Ø4 мм;Ø8 мм;3.145;-45.78
;;;Ø8 мм;Ø4 мм;3.145;-45.78
;;;Ø6 мм;Ø8 мм;3.930;-32.24
;;;Ø8 мм;Ø6 мм;3.930;-32.24
;;;Ø3 мм;Ø10 мм;4.280;-26.21
;;;Ø10 мм;Ø3 мм;4.280;-26.21
;;;Ø4 мм;Ø10 мм;4.555;-21.47
;;;Ø10 мм;Ø4 мм;4.555;-21.47
;;;Ø8 мм;Ø8 мм;5.030;-13.28

6;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-88.17
;;;Ø3 мм;Ø4 мм;0.985;-83.58
;;;Ø4 мм;Ø3 мм;0.985;-83.58
;;;Ø4 мм;Ø4 мм;1.260;-79.00
;;;Ø3 мм;Ø6 мм;1.770;-70.50
;;;Ø6 мм;Ø3 мм;1.770;-70.50
;;;Ø4 мм;Ø6 мм;2.045;-65.92
;;;Ø6 мм;Ø4 мм;2.045;-65.92
;;;Ø6 мм;Ø6 мм;2.830;-52.83
;;;Ø3 мм;Ø8 мм;2.870;-52.17
;;;Ø8 мм;Ø3 мм;2.870;-52.17
;;;Ø4 мм;Ø8 мм;3.145;-47.58
;;;Ø8 мм;Ø4 мм;3.145;-47.58
;;;Ø6 мм;Ø8 мм;3.930;-34.50
;;;Ø8 мм;Ø6 мм;3.930;-34.50
;;;Ø3 мм;Ø10 мм;4.280;-28.67
;;;Ø10 мм;Ø3 мм;4.280;-28.67
;;;Ø4 мм;Ø10 мм;4.555;-24.08
;;;Ø10 мм;Ø4 мм;4.555;-24.08
;;;Ø8 мм;Ø8 мм;5.030;-16.17

6.2;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-88.55
;;;Ø3 мм;Ø4 мм;0.985;-84.11
;;;Ø4 мм;Ø3 мм;0.985;-84.11
;;;Ø4 мм;Ø4 мм;1.260;-79.68
;;;Ø3 мм;Ø6 мм;1.770;-71.45
;;;Ø6 мм;Ø3 мм;1.770;-71.45
;;;Ø4 мм;Ø6 мм;2.045;-67.02
;;;Ø6 мм;Ø4 мм;2.045;-67.02
;;;Ø6 мм;Ø6 мм;2.830;-54.35
;;;Ø3 мм;Ø8 мм;2.870;-53.71
;;;Ø8 мм;Ø3 мм;2.870;-53.71
;;;Ø4 мм;Ø8 мм;3.145;-49.27
;;;Ø8 мм;Ø4 мм;3.145;-49.27
;;;Ø6 мм;Ø8 мм;3.930;-36.61
;;;Ø8 мм;Ø6 мм;3.930;-36.61
;;;Ø3 мм;Ø10 мм;4.280;-30.97
;;;Ø10 мм;Ø3 мм;4.280;-30.97
;;;Ø4 мм;Ø10 мм;4.555;-26.53
;;;Ø10 мм;Ø4 мм;4.555;-26.53
;;;Ø8 мм;Ø8 мм;5.030;-18.87

6.4;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-88.91
;;;Ø3 мм;Ø4 мм;0.985;-84.61
;;;Ø4 мм;Ø3 мм;0.985;-84.61
;;;Ø4 мм;Ø4 мм;1.260;-80.31
;;;Ø3 мм;Ø6 мм;1.770;-72.34
;;;Ø6 мм;Ø3 мм;1.770;-72.34
;;;Ø4 мм;Ø6 мм;2.045;-68.05
;;;Ø6 мм;Ø4 мм;2.045;-68.05
;;;Ø6 мм;Ø6 мм;2.830;-55.78
;;;Ø3 мм;Ø8 мм;2.870;-55.16
;;;Ø8 мм;Ø3 мм;2.870;-55.16
;;;Ø4 мм;Ø8 мм;3.145;-50.86
;;;Ø8 мм;Ø4 мм;3.145;-50.86
;;;Ø6 мм;Ø8 мм;3.930;-38.59
;;;Ø8 мм;Ø6 мм;3.930;-38.59
;;;Ø3 мм;Ø10 мм;4.280;-33.12
;;;Ø10 мм;Ø3 мм;4.280;-33.12
;;;Ø4 мм;Ø10 мм;4.555;-28.83
;;;Ø10 мм;Ø4 мм;4.555;-28.83
;;;Ø8 мм;Ø8 мм;5.030;-21.41

6.6;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-89.24
;;;Ø3 мм;Ø4 мм;0.985;-85.08
;;;Ø4 мм;Ø3 мм;0.985;-85.08
;;;Ø4 мм;Ø4 мм;1.260;-80.91
;;;Ø3 мм;Ø6 мм;1.770;-73.18
;;;Ø6 мм;Ø3 мм;1.770;-73.18
;;;Ø4 мм;Ø6 мм;2.045;-69.02
;;;Ø6 мм;Ø4 мм;2.045;-69.02
;;;Ø6 мм;Ø6 мм;2.830;-57.12
;;;Ø3 мм;Ø8 мм;2.870;-56.52
;;;Ø8 мм;Ø3 мм;2.870;-56.52
;;;Ø4 мм;Ø8 мм;3.145;-52.35
;;;Ø8 мм;Ø4 мм;3.145;-52.35
;;;Ø6 мм;Ø8 мм;3.930;-40.45
;;;Ø8 мм;Ø6 мм;3.930;-40.45
;;;Ø3 мм;Ø10 мм;4.280;-35.15
;;;Ø10 мм;Ø3 мм;4.280;-35.15
;;;Ø4 мм;Ø10 мм;4.555;-30.98
;;;Ø10 мм;Ø4 мм;4.555;-30.98
;;;Ø8 мм;Ø8 мм;5.030;-23.79

6.8;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-89.56
;;;Ø3 мм;Ø4 мм;0.985;-85.51
;;;Ø4 мм;Ø3 мм;0.985;-85.51
;;;Ø4 мм;Ø4 мм;1.260;-81.47
;;;Ø3 мм;Ø6 мм;1.770;-73.97
;;;Ø6 мм;Ø3 мм;1.770;-73.97
;;;Ø4 мм;Ø6 мм;2.045;-69.93
;;;Ø6 мм;Ø4 мм;2.045;-69.93
;;;Ø6 мм;Ø6 мм;2.830;-58.38
;;;Ø3 мм;Ø8 мм;2.870;-57.79
;;;Ø8 мм;Ø3 мм;2.870;-57.79
;;;Ø4 мм;Ø8 мм;3.145;-53.75
;;;Ø8 мм;Ø4 мм;3.145;-53.75
;;;Ø6 мм;Ø8 мм;3.930;-42.21
;;;Ø8 мм;Ø6 мм;3.930;-42.21
;;;Ø3 мм;Ø10 мм;4.280;-37.06
;;;Ø10 мм;Ø3 мм;4.280;-37.06
;;;Ø4 мм;Ø10 мм;4.555;-33.01
;;;Ø10 мм;Ø4 мм;4.555;-33.01
;;;Ø8 мм;Ø8 мм;5.030;-26.03

7;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-89.86
;;;Ø3 мм;Ø4 мм;0.985;-85.93
;;;Ø4 мм;Ø3 мм;0.985;-85.93
;;;Ø4 мм;Ø4 мм;1.260;-82.00
;;;Ø3 мм;Ø6 мм;1.770;-74.71
;;;Ø6 мм;Ø3 мм;1.770;-74.71
;;;Ø4 мм;Ø6 мм;2.045;-70.79
;;;Ø6 мм;Ø4 мм;2.045;-70.79
;;;Ø6 мм;Ø6 мм;2.830;-59.57
;;;Ø3 мм;Ø8 мм;2.870;-59.00
;;;Ø8 мм;Ø3 мм;2.870;-59.00
;;;Ø4 мм;Ø8 мм;3.145;-55.07
;;;Ø8 мм;Ø4 мм;3.145;-55.07
;;;Ø6 мм;Ø8 мм;3.930;-43.86
;;;Ø8 мм;Ø6 мм;3.930;-43.86
;;;Ø3 мм;Ø10 мм;4.280;-38.86
;;;Ø10 мм;Ø3 мм;4.280;-38.86
;;;Ø4 мм;Ø10 мм;4.555;-34.93
;;;Ø10 мм;Ø4 мм;4.555;-34.93
;;;Ø8 мм;Ø8 мм;5.030;-28.14

7.2;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-90.14
;;;Ø3 мм;Ø4 мм;0.985;-86.32
;;;Ø4 мм;Ø3 мм;0.985;-86.32
;;;Ø4 мм;Ø4 мм;1.260;-82.50
;;;Ø3 мм;Ø6 мм;1.770;-75.42
;;;Ø6 мм;Ø3 мм;1.770;-75.42
;;;Ø4 мм;Ø6 мм;2.045;-71.60
;;;Ø6 мм;Ø4 мм;2.045;-71.60
;;;Ø6 мм;Ø6 мм;2.830;-60.69
;;;Ø3 мм;Ø8 мм;2.870;-60.14
;;;Ø8 мм;Ø3 мм;2.870;-60.14
;;;Ø4 мм;Ø8 мм;3.145;-56.32
;;;Ø8 мм;Ø4 мм;3.145;-56.32
;;;Ø6 мм;Ø8 мм;3.930;-45.42
;;;Ø8 мм;Ø6 мм;3.930;-45.42
;;;Ø3 мм;Ø10 мм;4.280;-40.56
;;;Ø10 мм;Ø3 мм;4.280;-40.56
;;;Ø4 мм;Ø10 мм;4.555;-36.74
;;;Ø10 мм;Ø4 мм;4.555;-36.74
;;;Ø8 мм;Ø8 мм;5.030;-30.14

7.4;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-90.41
;;;Ø3 мм;Ø4 мм;0.985;-86.69
;;;Ø4 мм;Ø3 мм;0.985;-86.69
;;;Ø4 мм;Ø4 мм;1.260;-82.97
;;;Ø3 мм;Ø6 мм;1.770;-76.08
;;;Ø6 мм;Ø3 мм;1.770;-76.08
;;;Ø4 мм;Ø6 мм;2.045;-72.36
;;;Ø6 мм;Ø4 мм;2.045;-72.36
;;;Ø6 мм;Ø6 мм;2.830;-61.76
;;;Ø3 мм;Ø8 мм;2.870;-61.22
;;;Ø8 мм;Ø3 мм;2.870;-61.22
;;;Ø4 мм;Ø8 мм;3.145;-57.50
;;;Ø8 мм;Ø4 мм;3.145;-57.50
;;;Ø6 мм;Ø8 мм;3.930;-46.89
;;;Ø8 мм;Ø6 мм;3.930;-46.89
;;;Ø3 мм;Ø10 мм;4.280;-42.16
;;;Ø10 мм;Ø3 мм;4.280;-42.16
;;;Ø4 мм;Ø10 мм;4.555;-38.45
;;;Ø10 мм;Ø4 мм;4.555;-38.45
;;;Ø8 мм;Ø8 мм;5.030;-32.03

7.6;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-90.66
;;;Ø3 мм;Ø4 мм;0.985;-87.04
;;;Ø4 мм;Ø3 мм;0.985;-87.04
;;;Ø4 мм;Ø4 мм;1.260;-83.42
;;;Ø3 мм;Ø6 мм;1.770;-76.71
;;;Ø6 мм;Ø3 мм;1.770;-76.71
;;;Ø4 мм;Ø6 мм;2.045;-73.09
;;;Ø6 мм;Ø4 мм;2.045;-73.09
;;;Ø6 мм;Ø6 мм;2.830;-62.76
;;;Ø3 мм;Ø8 мм;2.870;-62.24
;;;Ø8 мм;Ø3 мм;2.870;-62.24
;;;Ø4 мм;Ø8 мм;3.145;-58.62
;;;Ø8 мм;Ø4 мм;3.145;-58.62
;;;Ø6 мм;Ø8 мм;3.930;-48.29
;;;Ø8 мм;Ø6 мм;3.930;-48.29
;;;Ø3 мм;Ø10 мм;4.280;-43.68
;;;Ø10 мм;Ø3 мм;4.280;-43.68
;;;Ø4 мм;Ø10 мм;4.555;-40.07
;;;Ø10 мм;Ø4 мм;4.555;-40.07
;;;Ø8 мм;Ø8 мм;5.030;-33.82

7.8;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-90.90
;;;Ø3 мм;Ø4 мм;0.985;-87.37
;;;Ø4 мм;Ø3 мм;0.985;-87.37
;;;Ø4 мм;Ø4 мм;1.260;-83.85
;;;Ø3 мм;Ø6 мм;1.770;-77.31
;;;Ø6 мм;Ø3 мм;1.770;-77.31
;;;Ø4 мм;Ø6 мм;2.045;-73.78
;;;Ø6 мм;Ø4 мм;2.045;-73.78
;;;Ø6 мм;Ø6 мм;2.830;-63.72
;;;Ø3 мм;Ø8 мм;2.870;-63.21
;;;Ø8 мм;Ø3 мм;2.870;-63.21
;;;Ø4 мм;Ø8 мм;3.145;-59.68
;;;Ø8 мм;Ø4 мм;3.145;-59.68
;;;Ø6 мм;Ø8 мм;3.930;-49.62
;;;Ø8 мм;Ø6 мм;3.930;-49.62
;;;Ø3 мм;Ø10 мм;4.280;-45.13
;;;Ø10 мм;Ø3 мм;4.280;-45.13
;;;Ø4 мм;Ø10 мм;4.555;-41.60
;;;Ø10 мм;Ø4 мм;4.555;-41.60
;;;Ø8 мм;Ø8 мм;5.030;-35.51

