Номер,Индекс координаты,Координаты X,Координаты Y,Координаты Z,Тип,Материал
654,2,2.25,12.25,9.9,44,6
654,3,1.75,12.25,9.9,44,6
655,0,2.25,12.75,-3.3,44,4
655,1,1.75,12.75,-3.3,44,4
655,2,2.25,12.375,-3.3,44,4
655,3,1.75,12.375,-3.3,44,4
656,0,2.25,12.75,-2.75,44,7
656,1,2.25,12.75,-3.3,44,7
656,2,1.75,12.75,-2.75,44,7
656,3,1.75,12.75,-3.3,44,7
657,0,2.25,12.75,-2.2,44,7
657,1,2.25,12.75,-2.75,44,7
657,2,1.75,12.75,-2.2,44,7
657,3,1.75,12.75,-2.75,44,7
658,0,2.25,12.75,-1.65,44,7
658,1,2.25,12.75,-2.2,44,7
658,2,1.75,12.75,-1.65,44,7
658,3,1.75,12.75,-2.2,44,7
659,0,2.25,12.75,-1.1,44,7
659,1,2.25,12.75,-1.65,44,7
659,2,1.75,12.75,-1.1,44,7
659,3,1.75,12.75,-1.65,44,7
660,0,2.25,12.75,-0.55,44,7
660,1,2.25,12.75,-1.1,44,7
660,2,1.75,12.75,-0.55,44,7
660,3,1.75,12.75,-1.1,44,7
661,0,2.25,12.75,0,44,7
661,1,2.25,12.75,-0.55,44,7
661,2,1.75,12.75,0,44,7
661,3,1.75,12.75,-0.55,44,7
662,0,1.75,12.75,0,5,3
662,1,2.25,12.75,0,5,3
663,0,1.75,12.75,3.3,5,3
663,1,2.25,12.75,3.3,5,3
664,0,1.75,12.75,6.6,5,3
664,1,2.25,12.75,6.6,5,3
665,0,1.75,12.75,9.9,5,3
665,1,2.25,12.75,9.9,5,3
666,0,2.25,13.125,-3.3,44,4
666,1,1.75,13.125,-3.3,44,4
666,2,2.25,12.75,-3.3,44,4
666,3,1.75,12.75,-3.3,44,4
667,0,2.75,0.75,-3.3,44,4
667,1,2.25,0.75,-3.3,44,4
667,2,2.75,0.375,-3.3,44,4
667,3,2.25,0.375,-3.3,44,4
668,0,2.75,0.75,-2.75,44,7
668,1,2.75,0.75,-3.3,44,7
668,2,2.25,0.75,-2.75,44,7
668,3,2.25,0.75,-3.3,44,7
669,0,2.75,0.75,-2.2,44,7
669,1,2.75,0.75,-2.75,44,7
669,2,2.25,0.75,-2.2,44,7
669,3,2.25,0.75,-2.75,44,7
670,0,2.75,0.75,-1.65,44,7
670,1,2.75,0.75,-2.2,44,7
670,2,2.25,0.75,-1.65,44,7
670,3,2.25,0.75,-2.2,44,7
671,0,2.75,0.75,-1.1,44,7
671,1,2.75,0.75,-1.65,44,7
671,2,2.25,0.75,-1.1,44,7
671,3,2.25,0.75,-1.65,44,7
672,0,2.75,0.75,-0.55,44,7
672,1,2.75,0.75,-1.1,44,7
672,2,2.25,0.75,-0.55,44,7
672,3,2.25,0.75,-1.1,44,7
673,0,2.75,0.75,0,44,7
673,1,2.75,0.75,-0.55,44,7
673,2,2.25,0.75,0,44,7
673,3,2.25,0.75,-0.55,44,7
674,0,2.25,0.75,0,5,3
674,1,2.75,0.75,0,5,3
675,0,2.25,0.75,3.3,5,3
675,1,2.75,0.75,3.3,5,3
676,0,2.25,0.75,6.6,5,3
676,1,2.75,0.75,6.6,5,3
677,0,2.25,0.75,9.9,5,3
677,1,2.75,0.75,9.9,5,3
678,0,2.75,1.125,-3.3,44,4
678,1,2.25,1.125,-3.3,44,4
678,2,2.75,0.75,-3.3,44,4
678,3,2.25,0.75,-3.3,44,4
679,0,2.75,1.25,0,44,6
679,1,2.25,1.25,0,44,6
679,2,2.75,0.75,0,44,6
679,3,2.25,0.75,0,44,6
680,0,2.75,1.25,3.3,44,6
680,1,2.25,1.25,3.3,44,6
680,2,2.75,0.75,3.3,44,6
680,3,2.25,0.75,3.3,44,6
681,0,2.75,1.25,6.6,44,6
681,1,2.25,1.25,6.6,44,6
681,2,2.75,0.75,6.6,44,6
681,3,2.25,0.75,6.6,44,6
682,0,2.75,1.25,9.9,44,6
682,1,2.25,1.25,9.9,44,6
682,2,2.75,0.75,9.9,44,6
682,3,2.25,0.75,9.9,44,6
683,0,2.75,1.75,0,44,6
683,1,2.25,1.75,0,44,6
683,2,2.75,1.25,0,44,6
683,3,2.25,1.25,0,44,6
684,0,2.75,1.75,3.3,44,6
684,1,2.25,1.75,3.3,44,6
684,2,2.75,1.25,3.3,44,6
684,3,2.25,1.25,3.3,44,6
685,0,2.75,1.75,6.6,44,6
685,1,2.25,1.75,6.6,44,6
685,2,2.75,1.25,6.6,44,6
685,3,2.25,1.25,6.6,44,6
686,0,2.75,1.75,9.9,44,6
686,1,2.25,1.75,9.9,44,6
686,2,2.75,1.25,9.9,44,6
686,3,2.25,1.25,9.9,44,6
687,0,2.75,2.25,0,44,6
687,1,2.25,2.25,0,44,6
687,2,2.75,1.75,0,44,6
687,3,2.25,1.75,0,44,6
688,0,2.75,2.25,3.3,44,6
688,1,2.25,2.25,3.3,44,6
688,2,2.75,1.75,3.3,44,6
688,3,2.25,1.75,3.3,44,6
689,0,2.75,2.25,6.6,44,6
689,1,2.25,2.25,6.6,44,6
689,2,2.75,1.75,6.6,44,6
689,3,2.25,1.75,6.6,44,6
690,0,2.75,2.25,9.9,44,6
690,1,2.25,2.25,9.9,44,6
690,2,2.75,1.75,9.9,44,6
690,3,2.25,1.75,9.9,44,6
691,0,2.75,2.75,0,44,6
691,1,2.25,2.75,0,44,6
691,2,2.75,2.25,0,44,6
691,3,2.25,2.25,0,44,6
692,0,2.75,2.75,3.3,44,6
692,1,2.25,2.75,3.3,44,6
692,2,2.75,2.25,3.3,44,6
692,3,2.25,2.25,3.3,44,6
693,0,2.75,2.75,6.6,44,6
693,1,2.25,2.75,6.6,44,6
693,2,2.75,2.25,6.6,44,6
693,3,2.25,2.25,6.6,44,6
694,0,2.75,2.75,9.9,44,6
694,1,2.25,2.75,9.9,44,6
694,2,2.75,2.25,9.9,44,6
694,3,2.25,2.25,9.9,44,6
695,0,2.75,3.25,0,44,6
695,1,2.25,3.25,0,44,6
695,2,2.75,2.75,0,44,6
695,3,2.25,2.75,0,44,6
696,0,2.75,3.25,3.3,44,6
696,1,2.25,3.25,3.3,44,6
696,2,2.75,2.75,3.3,44,6
696,3,2.25,2.75,3.3,44,6
697,0,2.75,3.25,6.6,44,6
697,1,2.25,3.25,6.6,44,6
697,2,2.75,2.75,6.6,44,6
697,3,2.25,2.75,6.6,44,6
698,0,2.75,3.25,9.9,44,6
698,1,2.25,3.25,9.9,44,6
698,2,2.75,2.75,9.9,44,6
698,3,2.25,2.75,9.9,44,6
699,0,2.75,3.75,0,44,6
699,1,2.25,3.75,0,44,6
699,2,2.75,3.25,0,44,6
699,3,2.25,3.25,0,44,6
700,0,2.75,3.75,3.3,44,6
700,1,2.25,3.75,3.3,44,6
700,2,2.75,3.25,3.3,44,6
700,3,2.25,3.25,3.3,44,6
701,0,2.75,3.75,6.6,44,6
701,1,2.25,3.75,6.6,44,6
701,2,2.75,3.25,6.6,44,6
701,3,2.25,3.25,6.6,44,6
702,0,2.75,3.75,9.9,44,6
702,1,2.25,3.75,9.9,44,6
702,2,2.75,3.25,9.9,44,6
702,3,2.25,3.25,9.9,44,6
703,0,2.75,4.25,0,44,6
703,1,2.25,4.25,0,44,6
703,2,2.75,3.75,0,44,6
703,3,2.25,3.75,0,44,6
704,0,2.75,4.25,3.3,44,6
704,1,2.25,4.25,3.3,44,6
704,2,2.75,3.75,3.3,44,6
704,3,2.25,3.75,3.3,44,6
705,0,2.75,4.25,6.6,44,6
705,1,2.25,4.25,6.6,44,6
705,2,2.75,3.75,6.6,44,6
705,3,2.25,3.75,6.6,44,6
706,0,2.75,4.25,9.9,44,6
706,1,2.25,4.25,9.9,44,6
706,2,2.75,3.75,9.9,44,6
706,3,2.25,3.75,9.9,44,6
707,0,2.75,4.75,0,44,6
707,1,2.25,4.75,0,44,6
707,2,2.75,4.25,0,44,6
707,3,2.25,4.25,0,44,6
708,0,2.75,4.75,3.3,44,6
708,1,2.25,4.75,3.3,44,6
708,2,2.75,4.25,3.3,44,6
708,3,2.25,4.25,3.3,44,6
709,0,2.75,4.75,6.6,44,6
709,1,2.25,4.75,6.6,44,6
709,2,2.75,4.25,6.6,44,6
709,3,2.25,4.25,6.6,44,6
710,0,2.75,4.75,9.9,44,6
710,1,2.25,4.75,9.9,44,6
710,2,2.75,4.25,9.9,44,6
710,3,2.25,4.25,9.9,44,6
711,0,2.75,5.25,0,44,6
711,1,2.25,5.25,0,44,6
711,2,2.75,4.75,0,44,6
711,3,2.25,4.75,0,44,6
712,0,2.75,5.25,3.3,44,6
712,1,2.25,5.25,3.3,44,6
712,2,2.75,4.75,3.3,44,6
712,3,2.25,4.75,3.3,44,6
713,0,2.75,5.25,6.6,44,6
713,1,2.25,5.25,6.6,44,6
713,2,2.75,4.75,6.6,44,6
713,3,2.25,4.75,6.6,44,6
714,0,2.75,5.25,9.9,44,6
714,1,2.25,5.25,9.9,44,6
714,2,2.75,4.75,9.9,44,6
714,3,2.25,4.75,9.9,44,6
715,0,2.75,5.75,0,44,6
715,1,2.25,5.75,0,44,6
715,2,2.75,5.25,0,44,6
715,3,2.25,5.25,0,44,6
716,0,2.75,5.75,3.3,44,6
716,1,2.25,5.75,3.3,44,6
716,2,2.75,5.25,3.3,44,6
716,3,2.25,5.25,3.3,44,6
717,0,2.75,5.75,6.6,44,6
717,1,2.25,5.75,6.6,44,6
717,2,2.75,5.25,6.6,44,6
717,3,2.25,5.25,6.6,44,6
718,0,2.75,5.75,9.9,44,6
718,1,2.25,5.75,9.9,44,6
718,2,2.75,5.25,9.9,44,6
718,3,2.25,5.25,9.9,44,6
719,0,2.75,6.25,0,44,6
719,1,2.25,6.25,0,44,6
719,2,2.75,5.75,0,44,6
719,3,2.25,5.75,0,44,6
720,0,2.75,6.25,3.3,44,6
720,1,2.25,6.25,3.3,44,6
720,2,2.75,5.75,3.3,44,6
720,3,2.25,5.75,3.3,44,6
721,0,2.75,6.25,6.6,44,6
721,1,2.25,6.25,6.6,44,6
721,2,2.75,5.75,6.6,44,6
721,3,2.25,5.75,6.6,44,6
722,0,2.75,6.25,9.9,44,6
722,1,2.25,6.25,9.9,44,6
722,2,2.75,5.75,9.9,44,6
722,3,2.25,5.75,9.9,44,6
723,0,2.75,6.75,0,44,6
723,1,2.25,6.75,0,44,6
723,2,2.75,6.25,0,44,6
723,3,2.25,6.25,0,44,6
724,0,2.75,6.75,3.3,44,6
724,1,2.25,6.75,3.3,44,6
724,2,2.75,6.25,3.3,44,6
724,3,2.25,6.25,3.3,44,6
725,0,2.75,6.75,6.6,44,6
725,1,2.25,6.75,6.6,44,6
725,2,2.75,6.25,6.6,44,6
725,3,2.25,6.25,6.6,44,6
726,0,2.75,6.75,9.9,44,6
726,1,2.25,6.75,9.9,44,6
726,2,2.75,6.25,9.9,44,6
726,3,2.25,6.25,9.9,44,6
727,0,2.75,6.75,-3.3,44,4
727,1,2.25,6.75,-3.3,44,4
727,2,2.75,6.375,-3.3,44,4
727,3,2.25,6.375,-3.3,44,4
728,0,2.25,6.75,0,5,3
728,1,2.75,6.75,0,5,3
729,0,2.25,6.75,3.3,5,3
729,1,2.75,6.75,3.3,5,3
730,0,2.25,6.75,6.6,5,3
730,1,2.75,6.75,6.6,5,3
731,0,2.25,6.75,9.9,5,3
731,1,2.75,6.75,9.9,5,3
732,0,2.75,7.125,-3.3,44,4
732,1,2.25,7.125,-3.3,44,4
732,2,2.75,6.75,-3.3,44,4
732,3,2.25,6.75,-3.3,44,4
733,0,2.75,7.25,0,44,6
733,1,2.25,7.25,0,44,6
733,2,2.75,6.75,0,44,6
733,3,2.25,6.75,0,44,6
734,0,2.75,7.25,3.3,44,6
734,1,2.25,7.25,3.3,44,6
734,2,2.75,6.75,3.3,44,6
734,3,2.25,6.75,3.3,44,6
735,0,2.75,7.25,6.6,44,6
735,1,2.25,7.25,6.6,44,6
735,2,2.75,6.75,6.6,44,6
735,3,2.25,6.75,6.6,44,6
736,0,2.75,7.25,9.9,44,6
736,1,2.25,7.25,9.9,44,6
736,2,2.75,6.75,9.9,44,6
736,3,2.25,6.75,9.9,44,6
737,0,2.75,7.75,0,44,6
737,1,2.25,7.75,0,44,6
737,2,2.75,7.25,0,44,6
737,3,2.25,7.25,0,44,6
738,0,2.75,7.75,3.3,44,6
738,1,2.25,7.75,3.3,44,6
738,2,2.75,7.25,3.3,44,6
738,3,2.25,7.25,3.3,44,6
739,0,2.75,7.75,6.6,44,6
739,1,2.25,7.75,6.6,44,6
739,2,2.75,7.25,6.6,44,6
739,3,2.25,7.25,6.6,44,6
740,0,2.75,7.75,9.9,44,6
740,1,2.25,7.75,9.9,44,6
740,2,2.75,7.25,9.9,44,6
740,3,2.25,7.25,9.9,44,6
741,0,2.75,8.25,0,44,6
741,1,2.25,8.25,0,44,6
741,2,2.75,7.75,0,44,6
741,3,2.25,7.75,0,44,6
742,0,2.75,8.25,3.3,44,6
742,1,2.25,8.25,3.3,44,6
742,2,2.75,7.75,3.3,44,6
742,3,2.25,7.75,3.3,44,6
743,0,2.75,8.25,6.6,44,6
743,1,2.25,8.25,6.6,44,6
743,2,2.75,7.75,6.6,44,6
743,3,2.25,7.75,6.6,44,6
744,0,2.75,8.25,9.9,44,6
744,1,2.25,8.25,9.9,44,6
744,2,2.75,7.75,9.9,44,6
744,3,2.25,7.75,9.9,44,6
745,0,2.75,8.75,0,44,6
745,1,2.25,8.75,0,44,6
745,2,2.75,8.25,0,44,6
745,3,2.25,8.25,0,44,6
746,0,2.75,8.75,3.3,44,6
746,1,2.25,8.75,3.3,44,6
746,2,2.75,8.25,3.3,44,6
746,3,2.25,8.25,3.3,44,6
747,0,2.75,8.75,6.6,44,6
747,1,2.25,8.75,6.6,44,6
747,2,2.75,8.25,6.6,44,6
747,3,2.25,8.25,6.6,44,6
748,0,2.75,8.75,9.9,44,6
748,1,2.25,8.75,9.9,44,6
748,2,2.75,8.25,9.9,44,6
748,3,2.25,8.25,9.9,44,6
749,0,2.75,9.25,0,44,6
749,1,2.25,9.25,0,44,6
749,2,2.75,8.75,0,44,6
749,3,2.25,8.75,0,44,6
750,0,2.75,9.25,3.3,44,6
750,1,2.25,9.25,3.3,44,6
750,2,2.75,8.75,3.3,44,6
750,3,2.25,8.75,3.3,44,6
751,0,2.75,9.25,6.6,44,6
751,1,2.25,9.25,6.6,44,6
751,2,2.75,8.75,6.6,44,6
751,3,2.25,8.75,6.6,44,6
752,0,2.75,9.25,9.9,44,6
752,1,2.25,9.25,9.9,44,6
752,2,2.75,8.75,9.9,44,6
752,3,2.25,8.75,9.9,44,6
753,0,2.75,9.75,0,44,6
753,1,2.25,9.75,0,44,6
753,2,2.75,9.25,0,44,6
753,3,2.25,9.25,0,44,6
754,0,2.75,9.75,3.3,44,6
754,1,2.25,9.75,3.3,44,6
754,2,2.75,9.25,3.3,44,6
754,3,2.25,9.25,3.3,44,6
755,0,2.75,9.75,6.6,44,6
755,1,2.25,9.75,6.6,44,6
755,2,2.75,9.25,6.6,44,6
755,3,2.25,9.25,6.6,44,6
756,0,2.75,9.75,9.9,44,6
756,1,2.25,9.75,9.9,44,6
756,2,2.75,9.25,9.9,44,6
756,3,2.25,9.25,9.9,44,6
757,0,2.75,10.25,0,44,6
757,1,2.25,10.25,0,44,6
757,2,2.75,9.75,0,44,6
757,3,2.25,9.75,0,44,6
758,0,2.75,10.25,3.3,44,6
758,1,2.25,10.25,3.3,44,6
758,2,2.75,9.75,3.3,44,6
758,3,2.25,9.75,3.3,44,6
759,0,2.75,10.25,6.6,44,6
759,1,2.25,10.25,6.6,44,6
759,2,2.75,9.75,6.6,44,6
759,3,2.25,9.75,6.6,44,6
760,0,2.75,10.25,9.9,44,6
760,1,2.25,10.25,9.9,44,6
760,2,2.75,9.75,9.9,44,6
760,3,2.25,9.75,9.9,44,6
761,0,2.75,10.75,0,44,6
761,1,2.25,10.75,0,44,6
761,2,2.75,10.25,0,44,6
761,3,2.25,10.25,0,44,6
762,0,2.75,10.75,3.3,44,6
762,1,2.25,10.75,3.3,44,6
762,2,2.75,10.25,3.3,44,6
762,3,2.25,10.25,3.3,44,6
763,0,2.75,10.75,6.6,44,6
763,1,2.25,10.75,6.6,44,6
763,2,2.75,10.25,6.6,44,6
763,3,2.25,10.25,6.6,44,6
764,0,2.75,10.75,9.9,44,6
764,1,2.25,10.75,9.9,44,6
764,2,2.75,10.25,9.9,44,6
764,3,2.25,10.25,9.9,44,6
765,0,2.75,11.25,0,44,6
765,1,2.25,11.25,0,44,6
765,2,2.75,10.75,0,44,6
765,3,2.25,10.75,0,44,6
766,0,2.75,11.25,3.3,44,6
766,1,2.25,11.25,3.3,44,6
766,2,2.75,10.75,3.3,44,6
766,3,2.25,10.75,3.3,44,6
767,0,2.75,11.25,6.6,44,6
767,1,2.25,11.25,6.6,44,6
767,2,2.75,10.75,6.6,44,6
767,3,2.25,10.75,6.6,44,6
768,0,2.75,11.25,9.9,44,6
768,1,2.25,11.25,9.9,44,6
768,2,2.75,10.75,9.9,44,6
768,3,2.25,10.75,9.9,44,6
769,0,2.75,11.75,0,44,6
769,1,2.25,11.75,0,44,6
769,2,2.75,11.25,0,44,6
769,3,2.25,11.25,0,44,6
770,0,2.75,11.75,3.3,44,6
770,1,2.25,11.75,3.3,44,6
770,2,2.75,11.25,3.3,44,6
770,3,2.25,11.25,3.3,44,6
771,0,2.75,11.75,6.6,44,6
771,1,2.25,11.75,6.6,44,6
771,2,2.75,11.25,6.6,44,6
771,3,2.25,11.25,6.6,44,6
772,0,2.75,11.75,9.9,44,6
772,1,2.25,11.75,9.9,44,6
772,2,2.75,11.25,9.9,44,6
772,3,2.25,11.25,9.9,44,6
773,0,2.75,12.25,0,44,6
773,1,2.25,12.25,0,44,6
773,2,2.75,11.75,0,44,6
773,3,2.25,11.75,0,44,6
774,0,2.75,12.25,3.3,44,6
774,1,2.25,12.25,3.3,44,6
774,2,2.75,11.75,3.3,44,6
774,3,2.25,11.75,3.3,44,6
775,0,2.75,12.25,6.6,44,6
775,1,2.25,12.25,6.6,44,6
775,2,2.75,11.75,6.6,44,6
775,3,2.25,11.75,6.6,44,6
776,0,2.75,12.25,9.9,44,6
776,1,2.25,12.25,9.9,44,6
776,2,2.75,11.75,9.9,44,6
776,3,2.25,11.75,9.9,44,6
777,0,2.75,12.75,0,44,6
777,1,2.25,12.75,0,44,6
777,2,2.75,12.25,0,44,6
777,3,2.25,12.25,0,44,6
778,0,2.75,12.75,3.3,44,6
778,1,2.25,12.75,3.3,44,6
778,2,2.75,12.25,3.3,44,6
778,3,2.25,12.25,3.3,44,6
779,0,2.75,12.75,6.6,44,6
779,1,2.25,12.75,6.6,44,6
779,2,2.75,12.25,6.6,44,6
779,3,2.25,12.25,6.6,44,6
780,0,2.75,12.75,9.9,44,6
780,1,2.25,12.75,9.9,44,6
780,2,2.75,12.25,9.9,44,6
780,3,2.25,12.25,9.9,44,6
781,0,2.75,12.75,-3.3,44,4
781,1,2.25,12.75,-3.3,44,4
781,2,2.75,12.375,-3.3,44,4
781,3,2.25,12.375,-3.3,44,4
782,0,2.75,12.75,-2.75,44,7
782,1,2.75,12.75,-3.3,44,7
782,2,2.25,12.75,-2.75,44,7
782,3,2.25,12.75,-3.3,44,7
783,0,2.75,12.75,-2.2,44,7
783,1,2.75,12.75,-2.75,44,7
783,2,2.25,12.75,-2.2,44,7
783,3,2.25,12.75,-2.75,44,7
784,0,2.75,12.75,-1.65,44,7
784,1,2.75,12.75,-2.2,44,7
784,2,2.25,12.75,-1.65,44,7
784,3,2.25,12.75,-2.2,44,7
785,0,2.75,12.75,-1.1,44,7
785,1,2.75,12.75,-1.65,44,7
785,2,2.25,12.75,-1.1,44,7
785,3,2.25,12.75,-1.65,44,7
786,0,2.75,12.75,-0.55,44,7
786,1,2.75,12.75,-1.1,44,7
786,2,2.25,12.75,-0.55,44,7
786,3,2.25,12.75,-1.1,44,7
787,0,2.75,12.75,0,44,7
787,1,2.75,12.75,-0.55,44,7
787,2,2.25,12.75,0,44,7
787,3,2.25,12.75,-0.55,44,7
788,0,2.25,12.75,0,5,3
788,1,2.75,12.75,0,5,3
789,0,2.25,12.75,3.3,5,3
789,1,2.75,12.75,3.3,5,3
790,0,2.25,12.75,6.6,5,3
790,1,2.75,12.75,6.6,5,3
791,0,2.25,12.75,9.9,5,3
791,1,2.75,12.75,9.9,5,3
792,0,2.75,13.125,-3.3,44,4
792,1,2.25,13.125,-3.3,44,4
792,2,2.75,12.75,-3.3,44,4
792,3,2.25,12.75,-3.3,44,4
793,0,3.25,0.75,-3.3,44,4
793,1,2.75,0.75,-3.3,44,4
793,2,3.25,0.375,-3.3,44,4
793,3,2.75,0.375,-3.3,44,4
794,0,3.25,0.75,-2.75,44,7
794,1,3.25,0.75,-3.3,44,7
794,2,2.75,0.75,-2.75,44,7
794,3,2.75,0.75,-3.3,44,7
795,0,3.25,0.75,-2.2,44,7
795,1,3.25,0.75,-2.75,44,7
795,2,2.75,0.75,-2.2,44,7
795,3,2.75,0.75,-2.75,44,7
796,0,3.25,0.75,-1.65,44,7
796,1,3.25,0.75,-2.2,44,7
796,2,2.75,0.75,-1.65,44,7
796,3,2.75,0.75,-2.2,44,7
797,0,3.25,0.75,-1.1,44,7
797,1,3.25,0.75,-1.65,44,7
797,2,2.75,0.75,-1.1,44,7
797,3,2.75,0.75,-1.65,44,7
798,0,3.25,0.75,-0.55,44,7
798,1,3.25,0.75,-1.1,44,7
798,2,2.75,0.75,-0.55,44,7
798,3,2.75,0.75,-1.1,44,7
799,0,3.25,0.75,0,44,7
799,1,3.25,0.75,-0.55,44,7
799,2,2.75,0.75,0,44,7
799,3,2.75,0.75,-0.55,44,7
800,0,2.75,0.75,0,5,3
800,1,3.25,0.75,0,5,3
801,0,2.75,0.75,3.3,5,3
801,1,3.25,0.75,3.3,5,3
802,0,2.75,0.75,6.6,5,3
802,1,3.25,0.75,6.6,5,3
803,0,2.75,0.75,9.9,5,3
803,1,3.25,0.75,9.9,5,3
804,0,3.25,1.125,-3.3,44,4
804,1,2.75,1.125,-3.3,44,4
804,2,3.25,0.75,-3.3,44,4
804,3,2.75,0.75,-3.3,44,4
805,0,3.25,1.25,0,44,6
805,1,2.75,1.25,0,44,6
805,2,3.25,0.75,0,44,6
805,3,2.75,0.75,0,44,6
806,0,3.25,1.25,3.3,44,6
806,1,2.75,1.25,3.3,44,6
806,2,3.25,0.75,3.3,44,6
806,3,2.75,0.75,3.3,44,6
807,0,3.25,1.25,6.6,44,6
807,1,2.75,1.25,6.6,44,6
807,2,3.25,0.75,6.6,44,6
807,3,2.75,0.75,6.6,44,6
808,0,3.25,1.25,9.9,44,6
808,1,2.75,1.25,9.9,44,6
808,2,3.25,0.75,9.9,44,6
808,3,2.75,0.75,9.9,44,6
809,0,3.25,1.75,0,44,6
809,1,2.75,1.75,0,44,6
809,2,3.25,1.25,0,44,6
809,3,2.75,1.25,0,44,6
810,0,3.25,1.75,3.3,44,6
810,1,2.75,1.75,3.3,44,6
810,2,3.25,1.25,3.3,44,6
810,3,2.75,1.25,3.3,44,6
811,0,3.25,1.75,6.6,44,6
811,1,2.75,1.75,6.6,44,6
811,2,3.25,1.25,6.6,44,6
811,3,2.75,1.25,6.6,44,6
812,0,3.25,1.75,9.9,44,6
812,1,2.75,1.75,9.9,44,6
812,2,3.25,1.25,9.9,44,6
812,3,2.75,1.25,9.9,44,6
813,0,3.25,2.25,0,44,6
813,1,2.75,2.25,0,44,6
813,2,3.25,1.75,0,44,6
813,3,2.75,1.75,0,44,6
814,0,3.25,2.25,3.3,44,6
814,1,2.75,2.25,3.3,44,6
814,2,3.25,1.75,3.3,44,6
814,3,2.75,1.75,3.3,44,6
815,0,3.25,2.25,6.6,44,6
815,1,2.75,2.25,6.6,44,6
815,2,3.25,1.75,6.6,44,6
815,3,2.75,1.75,6.6,44,6
816,0,3.25,2.25,9.9,44,6
816,1,2.75,2.25,9.9,44,6
816,2,3.25,1.75,9.9,44,6
816,3,2.75,1.75,9.9,44,6
817,0,3.25,2.75,0,44,6
817,1,2.75,2.75,0,44,6
817,2,3.25,2.25,0,44,6
817,3,2.75,2.25,0,44,6
818,0,3.25,2.75,3.3,44,6
818,1,2.75,2.75,3.3,44,6
818,2,3.25,2.25,3.3,44,6
818,3,2.75,2.25,3.3,44,6
819,0,3.25,2.75,6.6,44,6
819,1,2.75,2.75,6.6,44,6
819,2,3.25,2.25,6.6,44,6
819,3,2.75,2.25,6.6,44,6
820,0,3.25,2.75,9.9,44,6
820,1,2.75,2.75,9.9,44,6
820,2,3.25,2.25,9.9,44,6
820,3,2.75,2.25,9.9,44,6
821,0,3.25,3.25,0,44,6
821,1,2.75,3.25,0,44,6
821,2,3.25,2.75,0,44,6
821,3,2.75,2.75,0,44,6
822,0,3.25,3.25,3.3,44,6
822,1,2.75,3.25,3.3,44,6
822,2,3.25,2.75,3.3,44,6
822,3,2.75,2.75,3.3,44,6
823,0,3.25,3.25,6.6,44,6
823,1,2.75,3.25,6.6,44,6
823,2,3.25,2.75,6.6,44,6
823,3,2.75,2.75,6.6,44,6
824,0,3.25,3.25,9.9,44,6
824,1,2.75,3.25,9.9,44,6
824,2,3.25,2.75,9.9,44,6
824,3,2.75,2.75,9.9,44,6
825,0,3.25,3.75,0,44,6
825,1,2.75,3.75,0,44,6
825,2,3.25,3.25,0,44,6
825,3,2.75,3.25,0,44,6
826,0,3.25,3.75,3.3,44,6
826,1,2.75,3.75,3.3,44,6
826,2,3.25,3.25,3.3,44,6
826,3,2.75,3.25,3.3,44,6
827,0,3.25,3.75,6.6,44,6
827,1,2.75,3.75,6.6,44,6
827,2,3.25,3.25,6.6,44,6
827,3,2.75,3.25,6.6,44,6
828,0,3.25,3.75,9.9,44,6
828,1,2.75,3.75,9.9,44,6
828,2,3.25,3.25,9.9,44,6
828,3,2.75,3.25,9.9,44,6
829,0,3.25,4.25,0,44,6
829,1,2.75,4.25,0,44,6
829,2,3.25,3.75,0,44,6
829,3,2.75,3.75,0,44,6
830,0,3.25,4.25,3.3,44,6
830,1,2.75,4.25,3.3,44,6
830,2,3.25,3.75,3.3,44,6
830,3,2.75,3.75,3.3,44,6
831,0,3.25,4.25,6.6,44,6
831,1,2.75,4.25,6.6,44,6
831,2,3.25,3.75,6.6,44,6
831,3,2.75,3.75,6.6,44,6
832,0,3.25,4.25,9.9,44,6
832,1,2.75,4.25,9.9,44,6
832,2,3.25,3.75,9.9,44,6
832,3,2.75,3.75,9.9,44,6
833,0,3.25,4.75,0,44,6
833,1,2.75,4.75,0,44,6
833,2,3.25,4.25,0,44,6
833,3,2.75,4.25,0,44,6
834,0,3.25,4.75,3.3,44,6
834,1,2.75,4.75,3.3,44,6
834,2,3.25,4.25,3.3,44,6
834,3,2.75,4.25,3.3,44,6
835,0,3.25,4.75,6.6,44,6
835,1,2.75,4.75,6.6,44,6
835,2,3.25,4.25,6.6,44,6
835,3,2.75,4.25,6.6,44,6
836,0,3.25,4.75,9.9,44,6
836,1,2.75,4.75,9.9,44,6
836,2,3.25,4.25,9.9,44,6
836,3,2.75,4.25,9.9,44,6
837,0,3.25,5.25,0,44,6
837,1,2.75,5.25,0,44,6
837,2,3.25,4.75,0,44,6
837,3,2.75,4.75,0,44,6
838,0,3.25,5.25,3.3,44,6
838,1,2.75,5.25,3.3,44,6
838,2,3.25,4.75,3.3,44,6
838,3,2.75,4.75,3.3,44,6
839,0,3.25,5.25,6.6,44,6
839,1,2.75,5.25,6.6,44,6
839,2,3.25,4.75,6.6,44,6
839,3,2.75,4.75,6.6,44,6
840,0,3.25,5.25,9.9,44,6
840,1,2.75,5.25,9.9,44,6
840,2,3.25,4.75,9.9,44,6
840,3,2.75,4.75,9.9,44,6
