Номер,Индекс координаты,Координаты X,Координаты Y,Координаты Z,Тип,Материал
3707,3,12.75,12.75,-2.2,44,7
3708,0,13.25,12.75,-1.1,44,7
3708,1,13.25,12.75,-1.65,44,7
3708,2,12.75,12.75,-1.1,44,7
3708,3,12.75,12.75,-1.65,44,7
3709,0,13.25,12.75,-0.55,44,7
3709,1,13.25,12.75,-1.1,44,7
3709,2,12.75,12.75,-0.55,44,7
3709,3,12.75,12.75,-1.1,44,7
3710,0,13.25,12.75,0,44,7
3710,1,13.25,12.75,-0.55,44,7
3710,2,12.75,12.75,0,44,7
3710,3,12.75,12.75,-0.55,44,7
3711,0,12.75,12.75,0,5,3
3711,1,13.25,12.75,0,5,3
3712,0,12.75,12.75,3.3,5,3
3712,1,13.25,12.75,3.3,5,3
3713,0,12.75,12.75,6.6,5,3
3713,1,13.25,12.75,6.6,5,3
3714,0,12.75,12.75,9.9,5,3
3714,1,13.25,12.75,9.9,5,3
3715,0,13.25,13.125,-3.3,44,4
3715,1,12.75,13.125,-3.3,44,4
3715,2,13.25,12.75,-3.3,44,4
3715,3,12.75,12.75,-3.3,44,4
3716,0,13.75,0.75,-3.3,44,4
3716,1,13.25,0.75,-3.3,44,4
3716,2,13.75,0.375,-3.3,44,4
3716,3,13.25,0.375,-3.3,44,4
3717,0,13.75,0.75,-2.75,44,7
3717,1,13.75,0.75,-3.3,44,7
3717,2,13.25,0.75,-2.75,44,7
3717,3,13.25,0.75,-3.3,44,7
3718,0,13.75,0.75,-2.2,44,7
3718,1,13.75,0.75,-2.75,44,7
3718,2,13.25,0.75,-2.2,44,7
3718,3,13.25,0.75,-2.75,44,7
3719,0,13.75,0.75,-1.65,44,7
3719,1,13.75,0.75,-2.2,44,7
3719,2,13.25,0.75,-1.65,44,7
3719,3,13.25,0.75,-2.2,44,7
3720,0,13.75,0.75,-1.1,44,7
3720,1,13.75,0.75,-1.65,44,7
3720,2,13.25,0.75,-1.1,44,7
3720,3,13.25,0.75,-1.65,44,7
3721,0,13.75,0.75,-0.55,44,7
3721,1,13.75,0.75,-1.1,44,7
3721,2,13.25,0.75,-0.55,44,7
3721,3,13.25,0.75,-1.1,44,7
3722,0,13.75,0.75,0,44,7
3722,1,13.75,0.75,-0.55,44,7
3722,2,13.25,0.75,0,44,7
3722,3,13.25,0.75,-0.55,44,7
3723,0,13.25,0.75,0,5,3
3723,1,13.75,0.75,0,5,3
3724,0,13.25,0.75,3.3,5,3
3724,1,13.75,0.75,3.3,5,3
3725,0,13.25,0.75,6.6,5,3
3725,1,13.75,0.75,6.6,5,3
3726,0,13.25,0.75,9.9,5,3
3726,1,13.75,0.75,9.9,5,3
3727,0,13.75,1.125,-3.3,44,4
3727,1,13.25,1.125,-3.3,44,4
3727,2,13.75,0.75,-3.3,44,4
3727,3,13.25,0.75,-3.3,44,4
3728,0,13.75,1.25,0,44,6
3728,1,13.25,1.25,0,44,6
3728,2,13.75,0.75,0,44,6
3728,3,13.25,0.75,0,44,6
3729,0,13.75,1.25,3.3,44,6
3729,1,13.25,1.25,3.3,44,6
3729,2,13.75,0.75,3.3,44,6
3729,3,13.25,0.75,3.3,44,6
3730,0,13.75,1.25,6.6,44,6
3730,1,13.25,1.25,6.6,44,6
3730,2,13.75,0.75,6.6,44,6
3730,3,13.25,0.75,6.6,44,6
3731,0,13.75,1.25,9.9,44,6
3731,1,13.25,1.25,9.9,44,6
3731,2,13.75,0.75,9.9,44,6
3731,3,13.25,0.75,9.9,44,6
3732,0,13.75,1.75,0,44,6
3732,1,13.25,1.75,0,44,6
3732,2,13.75,1.25,0,44,6
3732,3,13.25,1.25,0,44,6
3733,0,13.75,1.75,3.3,44,6
3733,1,13.25,1.75,3.3,44,6
3733,2,13.75,1.25,3.3,44,6
3733,3,13.25,1.25,3.3,44,6
3734,0,13.75,1.75,6.6,44,6
3734,1,13.25,1.75,6.6,44,6
3734,2,13.75,1.25,6.6,44,6
3734,3,13.25,1.25,6.6,44,6
3735,0,13.75,1.75,9.9,44,6
3735,1,13.25,1.75,9.9,44,6
3735,2,13.75,1.25,9.9,44,6
3735,3,13.25,1.25,9.9,44,6
3736,0,13.75,2.25,0,44,6
3736,1,13.25,2.25,0,44,6
3736,2,13.75,1.75,0,44,6
3736,3,13.25,1.75,0,44,6
3737,0,13.75,2.25,3.3,44,6
3737,1,13.25,2.25,3.3,44,6
3737,2,13.75,1.75,3.3,44,6
3737,3,13.25,1.75,3.3,44,6
3738,0,13.75,2.25,6.6,44,6
3738,1,13.25,2.25,6.6,44,6
3738,2,13.75,1.75,6.6,44,6
3738,3,13.25,1.75,6.6,44,6
3739,0,13.75,2.25,9.9,44,6
3739,1,13.25,2.25,9.9,44,6
3739,2,13.75,1.75,9.9,44,6
3739,3,13.25,1.75,9.9,44,6
3740,0,13.75,2.75,0,44,6
3740,1,13.25,2.75,0,44,6
3740,2,13.75,2.25,0,44,6
3740,3,13.25,2.25,0,44,6
3741,0,13.75,2.75,3.3,44,6
3741,1,13.25,2.75,3.3,44,6
3741,2,13.75,2.25,3.3,44,6
3741,3,13.25,2.25,3.3,44,6
3742,0,13.75,2.75,6.6,44,6
3742,1,13.25,2.75,6.6,44,6
3742,2,13.75,2.25,6.6,44,6
3742,3,13.25,2.25,6.6,44,6
3743,0,13.75,2.75,9.9,44,6
3743,1,13.25,2.75,9.9,44,6
3743,2,13.75,2.25,9.9,44,6
3743,3,13.25,2.25,9.9,44,6
3744,0,13.75,3.25,0,44,6
3744,1,13.25,3.25,0,44,6
3744,2,13.75,2.75,0,44,6
3744,3,13.25,2.75,0,44,6
3745,0,13.75,3.25,3.3,44,6
3745,1,13.25,3.25,3.3,44,6
3745,2,13.75,2.75,3.3,44,6
3745,3,13.25,2.75,3.3,44,6
3746,0,13.75,3.25,6.6,44,6
3746,1,13.25,3.25,6.6,44,6
3746,2,13.75,2.75,6.6,44,6
3746,3,13.25,2.75,6.6,44,6
3747,0,13.75,3.25,9.9,44,6
3747,1,13.25,3.25,9.9,44,6
3747,2,13.75,2.75,9.9,44,6
3747,3,13.25,2.75,9.9,44,6
3748,0,13.75,3.75,0,44,6
3748,1,13.25,3.75,0,44,6
3748,2,13.75,3.25,0,44,6
3748,3,13.25,3.25,0,44,6
3749,0,13.75,3.75,3.3,44,6
3749,1,13.25,3.75,3.3,44,6
3749,2,13.75,3.25,3.3,44,6
3749,3,13.25,3.25,3.3,44,6
3750,0,13.75,3.75,6.6,44,6
3750,1,13.25,3.75,6.6,44,6
3750,2,13.75,3.25,6.6,44,6
3750,3,13.25,3.25,6.6,44,6
3751,0,13.75,3.75,9.9,44,6
3751,1,13.25,3.75,9.9,44,6
3751,2,13.75,3.25,9.9,44,6
3751,3,13.25,3.25,9.9,44,6
3752,0,13.75,4.25,0,44,6
3752,1,13.25,4.25,0,44,6
3752,2,13.75,3.75,0,44,6
3752,3,13.25,3.75,0,44,6
3753,0,13.75,4.25,3.3,44,6
3753,1,13.25,4.25,3.3,44,6
3753,2,13.75,3.75,3.3,44,6
3753,3,13.25,3.75,3.3,44,6
3754,0,13.75,4.25,6.6,44,6
3754,1,13.25,4.25,6.6,44,6
3754,2,13.75,3.75,6.6,44,6
3754,3,13.25,3.75,6.6,44,6
3755,0,13.75,4.25,9.9,44,6
3755,1,13.25,4.25,9.9,44,6
3755,2,13.75,3.75,9.9,44,6
3755,3,13.25,3.75,9.9,44,6
3756,0,13.75,4.75,0,44,6
3756,1,13.25,4.75,0,44,6
3756,2,13.75,4.25,0,44,6
3756,3,13.25,4.25,0,44,6
3757,0,13.75,4.75,3.3,44,6
3757,1,13.25,4.75,3.3,44,6
3757,2,13.75,4.25,3.3,44,6
3757,3,13.25,4.25,3.3,44,6
3758,0,13.75,4.75,6.6,44,6
3758,1,13.25,4.75,6.6,44,6
3758,2,13.75,4.25,6.6,44,6
3758,3,13.25,4.25,6.6,44,6
3759,0,13.75,4.75,9.9,44,6
3759,1,13.25,4.75,9.9,44,6
3759,2,13.75,4.25,9.9,44,6
3759,3,13.25,4.25,9.9,44,6
3760,0,13.75,5.25,0,44,6
3760,1,13.25,5.25,0,44,6
3760,2,13.75,4.75,0,44,6
3760,3,13.25,4.75,0,44,6
3761,0,13.75,5.25,3.3,44,6
3761,1,13.25,5.25,3.3,44,6
3761,2,13.75,4.75,3.3,44,6
3761,3,13.25,4.75,3.3,44,6
3762,0,13.75,5.25,6.6,44,6
3762,1,13.25,5.25,6.6,44,6
3762,2,13.75,4.75,6.6,44,6
3762,3,13.25,4.75,6.6,44,6
3763,0,13.75,5.25,9.9,44,6
3763,1,13.25,5.25,9.9,44,6
3763,2,13.75,4.75,9.9,44,6
3763,3,13.25,4.75,9.9,44,6
3764,0,13.75,5.75,0,44,6
3764,1,13.25,5.75,0,44,6
3764,2,13.75,5.25,0,44,6
3764,3,13.25,5.25,0,44,6
3765,0,13.75,5.75,3.3,44,6
3765,1,13.25,5.75,3.3,44,6
3765,2,13.75,5.25,3.3,44,6
3765,3,13.25,5.25,3.3,44,6
3766,0,13.75,5.75,6.6,44,6
3766,1,13.25,5.75,6.6,44,6
3766,2,13.75,5.25,6.6,44,6
3766,3,13.25,5.25,6.6,44,6
3767,0,13.75,5.75,9.9,44,6
3767,1,13.25,5.75,9.9,44,6
3767,2,13.75,5.25,9.9,44,6
3767,3,13.25,5.25,9.9,44,6
3768,0,13.75,6.25,0,44,6
3768,1,13.25,6.25,0,44,6
3768,2,13.75,5.75,0,44,6
3768,3,13.25,5.75,0,44,6
3769,0,13.75,6.25,3.3,44,6
3769,1,13.25,6.25,3.3,44,6
3769,2,13.75,5.75,3.3,44,6
3769,3,13.25,5.75,3.3,44,6
3770,0,13.75,6.25,6.6,44,6
3770,1,13.25,6.25,6.6,44,6
3770,2,13.75,5.75,6.6,44,6
3770,3,13.25,5.75,6.6,44,6
3771,0,13.75,6.25,9.9,44,6
3771,1,13.25,6.25,9.9,44,6
3771,2,13.75,5.75,9.9,44,6
3771,3,13.25,5.75,9.9,44,6
3772,0,13.75,6.75,0,44,6
3772,1,13.25,6.75,0,44,6
3772,2,13.75,6.25,0,44,6
3772,3,13.25,6.25,0,44,6
3773,0,13.75,6.75,3.3,44,6
3773,1,13.25,6.75,3.3,44,6
3773,2,13.75,6.25,3.3,44,6
3773,3,13.25,6.25,3.3,44,6
3774,0,13.75,6.75,6.6,44,6
3774,1,13.25,6.75,6.6,44,6
3774,2,13.75,6.25,6.6,44,6
3774,3,13.25,6.25,6.6,44,6
3775,0,13.75,6.75,9.9,44,6
3775,1,13.25,6.75,9.9,44,6
3775,2,13.75,6.25,9.9,44,6
3775,3,13.25,6.25,9.9,44,6
3776,0,13.75,6.75,-3.3,44,4
3776,1,13.25,6.75,-3.3,44,4
3776,2,13.75,6.375,-3.3,44,4
3776,3,13.25,6.375,-3.3,44,4
3777,0,13.25,6.75,0,5,3
3777,1,13.75,6.75,0,5,3
3778,0,13.25,6.75,3.3,5,3
3778,1,13.75,6.75,3.3,5,3
3779,0,13.25,6.75,6.6,5,3
3779,1,13.75,6.75,6.6,5,3
3780,0,13.25,6.75,9.9,5,3
3780,1,13.75,6.75,9.9,5,3
3781,0,13.75,7.125,-3.3,44,4
3781,1,13.25,7.125,-3.3,44,4
3781,2,13.75,6.75,-3.3,44,4
3781,3,13.25,6.75,-3.3,44,4
3782,0,13.75,7.25,0,44,6
3782,1,13.25,7.25,0,44,6
3782,2,13.75,6.75,0,44,6
3782,3,13.25,6.75,0,44,6
3783,0,13.75,7.25,3.3,44,6
3783,1,13.25,7.25,3.3,44,6
3783,2,13.75,6.75,3.3,44,6
3783,3,13.25,6.75,3.3,44,6
3784,0,13.75,7.25,6.6,44,6
3784,1,13.25,7.25,6.6,44,6
3784,2,13.75,6.75,6.6,44,6
3784,3,13.25,6.75,6.6,44,6
3785,0,13.75,7.25,9.9,44,6
3785,1,13.25,7.25,9.9,44,6
3785,2,13.75,6.75,9.9,44,6
3785,3,13.25,6.75,9.9,44,6
3786,0,13.75,7.75,0,44,6
3786,1,13.25,7.75,0,44,6
3786,2,13.75,7.25,0,44,6
3786,3,13.25,7.25,0,44,6
3787,0,13.75,7.75,3.3,44,6
3787,1,13.25,7.75,3.3,44,6
3787,2,13.75,7.25,3.3,44,6
3787,3,13.25,7.25,3.3,44,6
3788,0,13.75,7.75,6.6,44,6
3788,1,13.25,7.75,6.6,44,6
3788,2,13.75,7.25,6.6,44,6
3788,3,13.25,7.25,6.6,44,6
3789,0,13.75,7.75,9.9,44,6
3789,1,13.25,7.75,9.9,44,6
3789,2,13.75,7.25,9.9,44,6
3789,3,13.25,7.25,9.9,44,6
3790,0,13.75,8.25,0,44,6
3790,1,13.25,8.25,0,44,6
3790,2,13.75,7.75,0,44,6
3790,3,13.25,7.75,0,44,6
3791,0,13.75,8.25,3.3,44,6
3791,1,13.25,8.25,3.3,44,6
3791,2,13.75,7.75,3.3,44,6
3791,3,13.25,7.75,3.3,44,6
3792,0,13.75,8.25,6.6,44,6
3792,1,13.25,8.25,6.6,44,6
3792,2,13.75,7.75,6.6,44,6
3792,3,13.25,7.75,6.6,44,6
3793,0,13.75,8.25,9.9,44,6
3793,1,13.25,8.25,9.9,44,6
3793,2,13.75,7.75,9.9,44,6
3793,3,13.25,7.75,9.9,44,6
3794,0,13.75,8.75,0,44,6
3794,1,13.25,8.75,0,44,6
3794,2,13.75,8.25,0,44,6
3794,3,13.25,8.25,0,44,6
3795,0,13.75,8.75,3.3,44,6
3795,1,13.25,8.75,3.3,44,6
3795,2,13.75,8.25,3.3,44,6
3795,3,13.25,8.25,3.3,44,6
3796,0,13.75,8.75,6.6,44,6
3796,1,13.25,8.75,6.6,44,6
3796,2,13.75,8.25,6.6,44,6
3796,3,13.25,8.25,6.6,44,6
3797,0,13.75,8.75,9.9,44,6
3797,1,13.25,8.75,9.9,44,6
3797,2,13.75,8.25,9.9,44,6
3797,3,13.25,8.25,9.9,44,6
3798,0,13.75,9.25,0,44,6
3798,1,13.25,9.25,0,44,6
3798,2,13.75,8.75,0,44,6
3798,3,13.25,8.75,0,44,6
3799,0,13.75,9.25,3.3,44,6
3799,1,13.25,9.25,3.3,44,6
3799,2,13.75,8.75,3.3,44,6
3799,3,13.25,8.75,3.3,44,6
3800,0,13.75,9.25,6.6,44,6
3800,1,13.25,9.25,6.6,44,6
3800,2,13.75,8.75,6.6,44,6
3800,3,13.25,8.75,6.6,44,6
3801,0,13.75,9.25,9.9,44,6
3801,1,13.25,9.25,9.9,44,6
3801,2,13.75,8.75,9.9,44,6
3801,3,13.25,8.75,9.9,44,6
3802,0,13.75,9.75,0,44,6
3802,1,13.25,9.75,0,44,6
3802,2,13.75,9.25,0,44,6
3802,3,13.25,9.25,0,44,6
3803,0,13.75,9.75,3.3,44,6
3803,1,13.25,9.75,3.3,44,6
3803,2,13.75,9.25,3.3,44,6
3803,3,13.25,9.25,3.3,44,6
3804,0,13.75,9.75,6.6,44,6
3804,1,13.25,9.75,6.6,44,6
3804,2,13.75,9.25,6.6,44,6
3804,3,13.25,9.25,6.6,44,6
3805,0,13.75,9.75,9.9,44,6
3805,1,13.25,9.75,9.9,44,6
3805,2,13.75,9.25,9.9,44,6
3805,3,13.25,9.25,9.9,44,6
3806,0,13.75,10.25,0,44,6
3806,1,13.25,10.25,0,44,6
3806,2,13.75,9.75,0,44,6
3806,3,13.25,9.75,0,44,6
3807,0,13.75,10.25,3.3,44,6
3807,1,13.25,10.25,3.3,44,6
3807,2,13.75,9.75,3.3,44,6
3807,3,13.25,9.75,3.3,44,6
3808,0,13.75,10.25,6.6,44,6
3808,1,13.25,10.25,6.6,44,6
3808,2,13.75,9.75,6.6,44,6
3808,3,13.25,9.75,6.6,44,6
3809,0,13.75,10.25,9.9,44,6
3809,1,13.25,10.25,9.9,44,6
3809,2,13.75,9.75,9.9,44,6
3809,3,13.25,9.75,9.9,44,6
3810,0,13.75,10.75,0,44,6
3810,1,13.25,10.75,0,44,6
3810,2,13.75,10.25,0,44,6
3810,3,13.25,10.25,0,44,6
3811,0,13.75,10.75,3.3,44,6
3811,1,13.25,10.75,3.3,44,6
3811,2,13.75,10.25,3.3,44,6
3811,3,13.25,10.25,3.3,44,6
3812,0,13.75,10.75,6.6,44,6
3812,1,13.25,10.75,6.6,44,6
3812,2,13.75,10.25,6.6,44,6
3812,3,13.25,10.25,6.6,44,6
3813,0,13.75,10.75,9.9,44,6
3813,1,13.25,10.75,9.9,44,6
3813,2,13.75,10.25,9.9,44,6
3813,3,13.25,10.25,9.9,44,6
3814,0,13.75,11.25,0,44,6
3814,1,13.25,11.25,0,44,6
3814,2,13.75,10.75,0,44,6
3814,3,13.25,10.75,0,44,6
3815,0,13.75,11.25,3.3,44,6
3815,1,13.25,11.25,3.3,44,6
3815,2,13.75,10.75,3.3,44,6
3815,3,13.25,10.75,3.3,44,6
3816,0,13.75,11.25,6.6,44,6
3816,1,13.25,11.25,6.6,44,6
3816,2,13.75,10.75,6.6,44,6
3816,3,13.25,10.75,6.6,44,6
3817,0,13.75,11.25,9.9,44,6
3817,1,13.25,11.25,9.9,44,6
3817,2,13.75,10.75,9.9,44,6
3817,3,13.25,10.75,9.9,44,6
3818,0,13.75,11.75,0,44,6
3818,1,13.25,11.75,0,44,6
3818,2,13.75,11.25,0,44,6
3818,3,13.25,11.25,0,44,6
3819,0,13.75,11.75,3.3,44,6
3819,1,13.25,11.75,3.3,44,6
3819,2,13.75,11.25,3.3,44,6
3819,3,13.25,11.25,3.3,44,6
3820,0,13.75,11.75,6.6,44,6
3820,1,13.25,11.75,6.6,44,6
3820,2,13.75,11.25,6.6,44,6
3820,3,13.25,11.25,6.6,44,6
3821,0,13.75,11.75,9.9,44,6
3821,1,13.25,11.75,9.9,44,6
3821,2,13.75,11.25,9.9,44,6
3821,3,13.25,11.25,9.9,44,6
3822,0,13.75,12.25,0,44,6
3822,1,13.25,12.25,0,44,6
3822,2,13.75,11.75,0,44,6
3822,3,13.25,11.75,0,44,6
3823,0,13.75,12.25,3.3,44,6
3823,1,13.25,12.25,3.3,44,6
3823,2,13.75,11.75,3.3,44,6
3823,3,13.25,11.75,3.3,44,6
3824,0,13.75,12.25,6.6,44,6
3824,1,13.25,12.25,6.6,44,6
3824,2,13.75,11.75,6.6,44,6
3824,3,13.25,11.75,6.6,44,6
3825,0,13.75,12.25,9.9,44,6
3825,1,13.25,12.25,9.9,44,6
3825,2,13.75,11.75,9.9,44,6
3825,3,13.25,11.75,9.9,44,6
3826,0,13.75,12.75,0,44,6
3826,1,13.25,12.75,0,44,6
3826,2,13.75,12.25,0,44,6
3826,3,13.25,12.25,0,44,6
3827,0,13.75,12.75,3.3,44,6
3827,1,13.25,12.75,3.3,44,6
3827,2,13.75,12.25,3.3,44,6
3827,3,13.25,12.25,3.3,44,6
3828,0,13.75,12.75,6.6,44,6
3828,1,13.25,12.75,6.6,44,6
3828,2,13.75,12.25,6.6,44,6
3828,3,13.25,12.25,6.6,44,6
3829,0,13.75,12.75,9.9,44,6
3829,1,13.25,12.75,9.9,44,6
3829,2,13.75,12.25,9.9,44,6
3829,3,13.25,12.25,9.9,44,6
3830,0,13.75,12.75,-3.3,44,4
3830,1,13.25,12.75,-3.3,44,4
3830,2,13.75,12.375,-3.3,44,4
3830,3,13.25,12.375,-3.3,44,4
3831,0,13.75,12.75,-2.75,44,7
3831,1,13.75,12.75,-3.3,44,7
3831,2,13.25,12.75,-2.75,44,7
3831,3,13.25,12.75,-3.3,44,7
3832,0,13.75,12.75,-2.2,44,7
3832,1,13.75,12.75,-2.75,44,7
3832,2,13.25,12.75,-2.2,44,7
3832,3,13.25,12.75,-2.75,44,7
3833,0,13.75,12.75,-1.65,44,7
3833,1,13.75,12.75,-2.2,44,7
3833,2,13.25,12.75,-1.65,44,7
3833,3,13.25,12.75,-2.2,44,7
3834,0,13.75,12.75,-1.1,44,7
3834,1,13.75,12.75,-1.65,44,7
3834,2,13.25,12.75,-1.1,44,7
3834,3,13.25,12.75,-1.65,44,7
3835,0,13.75,12.75,-0.55,44,7
3835,1,13.75,12.75,-1.1,44,7
3835,2,13.25,12.75,-0.55,44,7
3835,3,13.25,12.75,-1.1,44,7
3836,0,13.75,12.75,0,44,7
3836,1,13.75,12.75,-0.55,44,7
3836,2,13.25,12.75,0,44,7
3836,3,13.25,12.75,-0.55,44,7
3837,0,13.25,12.75,0,5,3
3837,1,13.75,12.75,0,5,3
3838,0,13.25,12.75,3.3,5,3
3838,1,13.75,12.75,3.3,5,3
3839,0,13.25,12.75,6.6,5,3
3839,1,13.75,12.75,6.6,5,3
3840,0,13.25,12.75,9.9,5,3
3840,1,13.75,12.75,9.9,5,3
3841,0,13.75,13.125,-3.3,44,4
3841,1,13.25,13.125,-3.3,44,4
3841,2,13.75,12.75,-3.3,44,4
3841,3,13.25,12.75,-3.3,44,4
3842,0,14.25,0.75,-3.3,44,4
3842,1,13.75,0.75,-3.3,44,4
3842,2,14.25,0.375,-3.3,44,4
3842,3,13.75,0.375,-3.3,44,4
3843,0,14.25,0.75,-2.75,44,7
3843,1,14.25,0.75,-3.3,44,7
3843,2,13.75,0.75,-2.75,44,7
3843,3,13.75,0.75,-3.3,44,7
3844,0,14.25,0.75,-2.2,44,7
3844,1,14.25,0.75,-2.75,44,7
3844,2,13.75,0.75,-2.2,44,7
3844,3,13.75,0.75,-2.75,44,7
3845,0,14.25,0.75,-1.65,44,7
3845,1,14.25,0.75,-2.2,44,7
3845,2,13.75,0.75,-1.65,44,7
3845,3,13.75,0.75,-2.2,44,7
3846,0,14.25,0.75,-1.1,44,7
3846,1,14.25,0.75,-1.65,44,7
3846,2,13.75,0.75,-1.1,44,7
3846,3,13.75,0.75,-1.65,44,7
3847,0,14.25,0.75,-0.55,44,7
3847,1,14.25,0.75,-1.1,44,7
3847,2,13.75,0.75,-0.55,44,7
3847,3,13.75,0.75,-1.1,44,7
3848,0,14.25,0.75,0,44,7
3848,1,14.25,0.75,-0.55,44,7
3848,2,13.75,0.75,0,44,7
3848,3,13.75,0.75,-0.55,44,7
3849,0,13.75,0.75,0,5,3
3849,1,14.25,0.75,0,5,3
3850,0,13.75,0.75,3.3,5,3
3850,1,14.25,0.75,3.3,5,3
3851,0,13.75,0.75,6.6,5,3
3851,1,14.25,0.75,6.6,5,3
3852,0,13.75,0.75,9.9,5,3
3852,1,14.25,0.75,9.9,5,3
3853,0,14.25,1.125,-3.3,44,4
3853,1,13.75,1.125,-3.3,44,4
3853,2,14.25,0.75,-3.3,44,4
3853,3,13.75,0.75,-3.3,44,4
3854,0,14.25,1.25,0,44,6
3854,1,13.75,1.25,0,44,6
3854,2,14.25,0.75,0,44,6
3854,3,13.75,0.75,0,44,6
3855,0,14.25,1.25,3.3,44,6
3855,1,13.75,1.25,3.3,44,6
3855,2,14.25,0.75,3.3,44,6
3855,3,13.75,0.75,3.3,44,6
3856,0,14.25,1.25,6.6,44,6
3856,1,13.75,1.25,6.6,44,6
3856,2,14.25,0.75,6.6,44,6
3856,3,13.75,0.75,6.6,44,6
3857,0,14.25,1.25,9.9,44,6
3857,1,13.75,1.25,9.9,44,6
3857,2,14.25,0.75,9.9,44,6
3857,3,13.75,0.75,9.9,44,6
3858,0,14.25,1.75,0,44,6
3858,1,13.75,1.75,0,44,6
3858,2,14.25,1.25,0,44,6
3858,3,13.75,1.25,0,44,6
3859,0,14.25,1.75,3.3,44,6
3859,1,13.75,1.75,3.3,44,6
3859,2,14.25,1.25,3.3,44,6
3859,3,13.75,1.25,3.3,44,6
3860,0,14.25,1.75,6.6,44,6
3860,1,13.75,1.75,6.6,44,6
3860,2,14.25,1.25,6.6,44,6
3860,3,13.75,1.25,6.6,44,6
3861,0,14.25,1.75,9.9,44,6
3861,1,13.75,1.75,9.9,44,6
3861,2,14.25,1.25,9.9,44,6
3861,3,13.75,1.25,9.9,44,6
3862,0,14.25,2.25,0,44,6
3862,1,13.75,2.25,0,44,6
3862,2,14.25,1.75,0,44,6
3862,3,13.75,1.75,0,44,6
3863,0,14.25,2.25,3.3,44,6
3863,1,13.75,2.25,3.3,44,6
3863,2,14.25,1.75,3.3,44,6
3863,3,13.75,1.75,3.3,44,6
3864,0,14.25,2.25,6.6,44,6
3864,1,13.75,2.25,6.6,44,6
3864,2,14.25,1.75,6.6,44,6
3864,3,13.75,1.75,6.6,44,6
3865,0,14.25,2.25,9.9,44,6
3865,1,13.75,2.25,9.9,44,6
3865,2,14.25,1.75,9.9,44,6
3865,3,13.75,1.75,9.9,44,6
3866,0,14.25,2.75,0,44,6
3866,1,13.75,2.75,0,44,6
3866,2,14.25,2.25,0,44,6
3866,3,13.75,2.25,0,44,6
3867,0,14.25,2.75,3.3,44,6
3867,1,13.75,2.75,3.3,44,6
3867,2,14.25,2.25,3.3,44,6
3867,3,13.75,2.25,3.3,44,6
3868,0,14.25,2.75,6.6,44,6
3868,1,13.75,2.75,6.6,44,6
3868,2,14.25,2.25,6.6,44,6
3868,3,13.75,2.25,6.6,44,6
3869,0,14.25,2.75,9.9,44,6
3869,1,13.75,2.75,9.9,44,6
3869,2,14.25,2.25,9.9,44,6
3869,3,13.75,2.25,9.9,44,6
3870,0,14.25,3.25,0,44,6
3870,1,13.75,3.25,0,44,6
3870,2,14.25,2.75,0,44,6
3870,3,13.75,2.75,0,44,6
3871,0,14.25,3.25,3.3,44,6
3871,1,13.75,3.25,3.3,44,6
3871,2,14.25,2.75,3.3,44,6
3871,3,13.75,2.75,3.3,44,6
3872,0,14.25,3.25,6.6,44,6
3872,1,13.75,3.25,6.6,44,6
3872,2,14.25,2.75,6.6,44,6
3872,3,13.75,2.75,6.6,44,6
3873,0,14.25,3.25,9.9,44,6
3873,1,13.75,3.25,9.9,44,6
3873,2,14.25,2.75,9.9,44,6
3873,3,13.75,2.75,9.9,44,6
3874,0,14.25,3.75,0,44,6
3874,1,13.75,3.75,0,44,6
3874,2,14.25,3.25,0,44,6
3874,3,13.75,3.25,0,44,6
3875,0,14.25,3.75,3.3,44,6
3875,1,13.75,3.75,3.3,44,6
3875,2,14.25,3.25,3.3,44,6
3875,3,13.75,3.25,3.3,44,6
3876,0,14.25,3.75,6.6,44,6
3876,1,13.75,3.75,6.6,44,6
3876,2,14.25,3.25,6.6,44,6
3876,3,13.75,3.25,6.6,44,6
3877,0,14.25,3.75,9.9,44,6
3877,1,13.75,3.75,9.9,44,6
3877,2,14.25,3.25,9.9,44,6
3877,3,13.75,3.25,9.9,44,6
3878,0,14.25,4.25,0,44,6
3878,1,13.75,4.25,0,44,6
3878,2,14.25,3.75,0,44,6
3878,3,13.75,3.75,0,44,6
3879,0,14.25,4.25,3.3,44,6
3879,1,13.75,4.25,3.3,44,6
3879,2,14.25,3.75,3.3,44,6
3879,3,13.75,3.75,3.3,44,6
3880,0,14.25,4.25,6.6,44,6
3880,1,13.75,4.25,6.6,44,6
3880,2,14.25,3.75,6.6,44,6
3880,3,13.75,3.75,6.6,44,6
3881,0,14.25,4.25,9.9,44,6
3881,1,13.75,4.25,9.9,44,6
3881,2,14.25,3.75,9.9,44,6
3881,3,13.75,3.75,9.9,44,6
3882,0,14.25,4.75,0,44,6
3882,1,13.75,4.75,0,44,6
3882,2,14.25,4.25,0,44,6
3882,3,13.75,4.25,0,44,6
3883,0,14.25,4.75,3.3,44,6
3883,1,13.75,4.75,3.3,44,6
3883,2,14.25,4.25,3.3,44,6
3883,3,13.75,4.25,3.3,44,6
3884,0,14.25,4.75,6.6,44,6
3884,1,13.75,4.75,6.6,44,6
3884,2,14.25,4.25,6.6,44,6
3884,3,13.75,4.25,6.6,44,6
3885,0,14.25,4.75,9.9,44,6
3885,1,13.75,4.75,9.9,44,6
3885,2,14.25,4.25,9.9,44,6
3885,3,13.75,4.25,9.9,44,6
