Целевая площадь;Основной шаг;Доп. шаг;Основная арматура;Доп. арматура;Общая площадь;Отклонение (%)
;;;Ø8 мм;Ø6 мм;2.578;-14.07
;;;Ø6 мм;Ø10 мм;2.702;-9.93
;;;Ø8 мм;Ø8 мм;3.018;0.60

3;0.25;0.5;Ø6 мм;Ø6 мм;1.698;-43.40
;;;Ø6 мм;Ø8 мм;2.138;-28.73
;;;Ø8 мм;Ø6 мм;2.578;-14.07
;;;Ø6 мм;Ø10 мм;2.702;-9.93
;;;Ø8 мм;Ø8 мм;3.018;0.60

3;0.25;0.5;Ø6 мм;Ø6 мм;1.698;-43.40
;;;Ø6 мм;Ø8 мм;2.138;-28.73
;;;Ø8 мм;Ø6 мм;2.578;-14.07
;;;Ø6 мм;Ø10 мм;2.702;-9.93
;;;Ø8 мм;Ø8 мм;3.018;0.60

20;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-89.39
;;;Ø6 мм;Ø8 мм;2.673;-86.64
;;;Ø8 мм;Ø6 мм;3.223;-83.89
;;;Ø6 мм;Ø10 мм;3.378;-83.11
;;;Ø8 мм;Ø8 мм;3.773;-81.14

40;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-94.69
;;;Ø6 мм;Ø8 мм;2.673;-93.32
;;;Ø8 мм;Ø6 мм;3.223;-91.94
;;;Ø6 мм;Ø10 мм;3.378;-91.56
;;;Ø8 мм;Ø8 мм;3.773;-90.57

60;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-96.46
;;;Ø6 мм;Ø8 мм;2.673;-95.55
;;;Ø8 мм;Ø6 мм;3.223;-94.63
;;;Ø6 мм;Ø10 мм;3.378;-94.37
;;;Ø8 мм;Ø8 мм;3.773;-93.71

80;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-97.35
;;;Ø6 мм;Ø8 мм;2.673;-96.66
;;;Ø8 мм;Ø6 мм;3.223;-95.97
;;;Ø6 мм;Ø10 мм;3.378;-95.78
;;;Ø8 мм;Ø8 мм;3.773;-95.28

100;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-97.88
;;;Ø6 мм;Ø8 мм;2.673;-97.33
;;;Ø8 мм;Ø6 мм;3.223;-96.78
;;;Ø6 мм;Ø10 мм;3.378;-96.62
;;;Ø8 мм;Ø8 мм;3.773;-96.23

120;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-98.23
;;;Ø6 мм;Ø8 мм;2.673;-97.77
;;;Ø8 мм;Ø6 мм;3.223;-97.31
;;;Ø6 мм;Ø10 мм;3.378;-97.19
;;;Ø8 мм;Ø8 мм;3.773;-96.86

140;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-98.48
;;;Ø6 мм;Ø8 мм;2.673;-98.09
;;;Ø8 мм;Ø6 мм;3.223;-97.70
;;;Ø6 мм;Ø10 мм;3.378;-97.59
;;;Ø8 мм;Ø8 мм;3.773;-97.31

160;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-98.67
;;;Ø6 мм;Ø8 мм;2.673;-98.33
;;;Ø8 мм;Ø6 мм;3.223;-97.99
;;;Ø6 мм;Ø10 мм;3.378;-97.89
;;;Ø8 мм;Ø8 мм;3.773;-97.64

180;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-98.82
;;;Ø6 мм;Ø8 мм;2.673;-98.52
;;;Ø8 мм;Ø6 мм;3.223;-98.21
;;;Ø6 мм;Ø10 мм;3.378;-98.12
;;;Ø8 мм;Ø8 мм;3.773;-97.90

200;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-98.94
;;;Ø6 мм;Ø8 мм;2.673;-98.66
;;;Ø8 мм;Ø6 мм;3.223;-98.39
;;;Ø6 мм;Ø10 мм;3.378;-98.31
;;;Ø8 мм;Ø8 мм;3.773;-98.11

220;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-99.04
;;;Ø6 мм;Ø8 мм;2.673;-98.79
;;;Ø8 мм;Ø6 мм;3.223;-98.54
;;;Ø6 мм;Ø10 мм;3.378;-98.46
;;;Ø8 мм;Ø8 мм;3.773;-98.29

240;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-99.12
;;;Ø6 мм;Ø8 мм;2.673;-98.89
;;;Ø8 мм;Ø6 мм;3.223;-98.66
;;;Ø6 мм;Ø10 мм;3.378;-98.59
;;;Ø8 мм;Ø8 мм;3.773;-98.43

260;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-99.18
;;;Ø6 мм;Ø8 мм;2.673;-98.97
;;;Ø8 мм;Ø6 мм;3.223;-98.76
;;;Ø6 мм;Ø10 мм;3.378;-98.70
;;;Ø8 мм;Ø8 мм;3.773;-98.55

280;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-99.24
;;;Ø6 мм;Ø8 мм;2.673;-99.05
;;;Ø8 мм;Ø6 мм;3.223;-98.85
;;;Ø6 мм;Ø10 мм;3.378;-98.79
;;;Ø8 мм;Ø8 мм;3.773;-98.65

300;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-99.29
;;;Ø6 мм;Ø8 мм;2.673;-99.11
;;;Ø8 мм;Ø6 мм;3.223;-98.93
;;;Ø6 мм;Ø10 мм;3.378;-98.87
;;;Ø8 мм;Ø8 мм;3.773;-98.74

320;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-99.34
;;;Ø6 мм;Ø8 мм;2.673;-99.16
;;;Ø8 мм;Ø6 мм;3.223;-98.99
;;;Ø6 мм;Ø10 мм;3.378;-98.94
;;;Ø8 мм;Ø8 мм;3.773;-98.82

340;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-99.38
;;;Ø6 мм;Ø8 мм;2.673;-99.21
;;;Ø8 мм;Ø6 мм;3.223;-99.05
;;;Ø6 мм;Ø10 мм;3.378;-99.01
;;;Ø8 мм;Ø8 мм;3.773;-98.89

360;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-99.41
;;;Ø6 мм;Ø8 мм;2.673;-99.26
;;;Ø8 мм;Ø6 мм;3.223;-99.10
;;;Ø6 мм;Ø10 мм;3.378;-99.06
;;;Ø8 мм;Ø8 мм;3.773;-98.95

380;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-99.44
;;;Ø6 мм;Ø8 мм;2.673;-99.30
;;;Ø8 мм;Ø6 мм;3.223;-99.15
;;;Ø6 мм;Ø10 мм;3.378;-99.11
;;;Ø8 мм;Ø8 мм;3.773;-99.01

400;0.6;0.3;Ø6 мм;Ø6 мм;1.415;-99.65
;;;Ø8 мм;Ø6 мм;1.782;-99.55
;;;Ø6 мм;Ø8 мм;2.148;-99.46
;;;Ø10 мм;Ø6 мм;2.252;-99.44
;;;Ø8 мм;Ø8 мм;2.515;-99.37

420;0.6;0.3;Ø6 мм;Ø6 мм;1.415;-99.66
;;;Ø8 мм;Ø6 мм;1.782;-99.58
;;;Ø6 мм;Ø8 мм;2.148;-99.49
;;;Ø10 мм;Ø6 мм;2.252;-99.46
;;;Ø8 мм;Ø8 мм;2.515;-99.40

440;0.6;0.3;Ø6 мм;Ø6 мм;1.415;-99.68
;;;Ø8 мм;Ø6 мм;1.782;-99.60
;;;Ø6 мм;Ø8 мм;2.148;-99.51
;;;Ø10 мм;Ø6 мм;2.252;-99.49
;;;Ø8 мм;Ø8 мм;2.515;-99.43

460;0.6;0.3;Ø6 мм;Ø6 мм;1.415;-99.69
;;;Ø8 мм;Ø6 мм;1.782;-99.61
;;;Ø6 мм;Ø8 мм;2.148;-99.53
;;;Ø10 мм;Ø6 мм;2.252;-99.51
;;;Ø8 мм;Ø8 мм;2.515;-99.45

480;0.6;0.3;Ø6 мм;Ø6 мм;1.415;-99.71
;;;Ø8 мм;Ø6 мм;1.782;-99.63
;;;Ø6 мм;Ø8 мм;2.148;-99.55
;;;Ø10 мм;Ø6 мм;2.252;-99.53
;;;Ø8 мм;Ø8 мм;2.515;-99.48

500;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-99.58
;;;Ø6 мм;Ø8 мм;2.673;-99.47
;;;Ø8 мм;Ø6 мм;3.223;-99.36
;;;Ø6 мм;Ø10 мм;3.378;-99.32
;;;Ø8 мм;Ø8 мм;3.773;-99.25

520;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-99.59
;;;Ø6 мм;Ø8 мм;2.673;-99.49
;;;Ø8 мм;Ø6 мм;3.223;-99.38
;;;Ø6 мм;Ø10 мм;3.378;-99.35
;;;Ø8 мм;Ø8 мм;3.773;-99.27

540;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-99.61
;;;Ø6 мм;Ø8 мм;2.673;-99.51
;;;Ø8 мм;Ø6 мм;3.223;-99.40
;;;Ø6 мм;Ø10 мм;3.378;-99.37
;;;Ø8 мм;Ø8 мм;3.773;-99.30

560;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-99.62
;;;Ø6 мм;Ø8 мм;2.673;-99.52
;;;Ø8 мм;Ø6 мм;3.223;-99.42
;;;Ø6 мм;Ø10 мм;3.378;-99.40
;;;Ø8 мм;Ø8 мм;3.773;-99.33

580;0.2;0.4;Ø6 мм;Ø6 мм;2.122;-99.63
;;;Ø6 мм;Ø8 мм;2.673;-99.54
;;;Ø8 мм;Ø6 мм;3.223;-99.44
;;;Ø6 мм;Ø10 мм;3.378;-99.42
;;;Ø8 мм;Ø8 мм;3.773;-99.35

